,amount,meal,name,notes,unit
69,400g/ 14oz,Eggplant Parmigiana,canned tomatoes,crushed or finely chopped (Note 4),
70,1 1/2,Eggplant Parmigiana,white sugar,,tsp
71,1 1/2,Eggplant Parmigiana,fresh oregano,"finely chopped (or 1/2 tsp dried oregano, or 1 sprig fresh basil)",tbsp
72,1,Eggplant Parmigiana,water,,cup
73,3/4,Eggplant Parmigiana,salt,,tsp
74,1/4,Eggplant Parmigiana,black pepper,,tsp
75,1,Salsa Verde,green basil,packed,cup
76,3/4,Salsa Verde,parsley,flatleaf; packed,cup
77,1/2,Salsa Verde,mint leaves,packed,cup
78,2,Salsa Verde,gherkins,roughly chopped,tbsp
79,1/2,Salsa Verde,capers,,tbsp
80,1,Salsa Verde,dijon mustard,,tsp
81,1/2,Salsa Verde,red wine vinegar,,tbsp
82,4,Salsa Verde,extra virgin olive oil,,tbsp
83,1/4,Salsa Verde,salt,,tsp
84,1,Salsa Verde,ice cube – for loosening but keeps the mixture green.,,
85,1 2/3,Focaccia recipe (it's incredible),bread flour,(Note 1),cups
86,4,Focaccia recipe (it's incredible),white sugar,,tsp
87,1 1/4,Focaccia recipe (it's incredible),salt,kosher/cooking salt,tsp
88,1,Focaccia recipe (it's incredible),instant / rapid rise yeast,(Note 2),tsp
89,3/4,Focaccia recipe (it's incredible),very warm water,(~40℃ /104℉),cup
90,1 1/2,Focaccia recipe (it's incredible),extra virgin olive oil,,tbsp
91,125g/ 1/2 cup,Focaccia recipe (it's incredible),boiled and mashed potato,around 1/2 large potato; floury variety (Note 3), (packed)
92,4,Focaccia recipe (it's incredible),extra virgin olive oil,,tbsp
93,1/4,Focaccia recipe (it's incredible),sea salt flakes,(Note 4),tsp
94,5,Focaccia recipe (it's incredible),garlic cloves,cut into fine batons (Note 5),
95,3/4,Focaccia recipe (it's incredible),extra virgin olive oil,,cup
96,2 1/2,Focaccia recipe (it's incredible),finely chopped rosemary leaves,(fresh),tsp
97,12 – 14,Focaccia recipe (it's incredible),cherry tomatoes,red,
98,3/4,Focaccia recipe (it's incredible),dried oregano leaves,(or 2 1/2 tsp finely chopped rosemary leaves),tsp
99,16 – 18,Focaccia recipe (it's incredible),kalamata olives,pitted,
100,3/4,Focaccia recipe (it's incredible),dried oregano leaves,(or 2 1/2 tsp finely chopped rosemary leaves),tsp
101,2,Acqua Pazza - Italian Poached Fish,"snapper fillets, or other white fish,","skin on, bones and scales removed (Note 1)",x 180g/6oz
102,1/4,Acqua Pazza - Italian Poached Fish,salt,,tsp
103,2,Acqua Pazza - Italian Poached Fish,extra virgin olive oil,,tbsp
104,1/4,Acqua Pazza - Italian Poached Fish,red onion,sliced 1cm / 1/3″ thick,
105,1/2,Acqua Pazza - Italian Poached Fish,fennel (medium),"sliced sliced 1cm / 1/3"" thick",
106,1/2,Acqua Pazza - Italian Poached Fish,large red chilli (cayenne pepper),seeds removed and finely chopped (Note 2),
107,2,Acqua Pazza - Italian Poached Fish,garlic cloves,finely minced,
108,15,Acqua Pazza - Italian Poached Fish,red cherry tomatoes,halved,
109,10,Acqua Pazza - Italian Poached Fish,yellow cherry tomatoes,halved (or more red),
110,3/4,Acqua Pazza - Italian Poached Fish,chardonnay (not too woody),or other dry white wine (Note 3),cup
111,2,Acqua Pazza - Italian Poached Fish,water,,cups
112,1/4,Acqua Pazza - Italian Poached Fish,salt,,tsp
113,1,Acqua Pazza - Italian Poached Fish,basil,"finely sliced (keep stems), plus more for garnish",tbsp
114,1,Acqua Pazza - Italian Poached Fish,parsley,finely chopped (keep stems),tbsp
115,1,Acqua Pazza - Italian Poached Fish,crusty baguette,"cut 4 to 6 slices on a diagonal, 1cm / 1/3""  thick",
116,1/4,Acqua Pazza - Italian Poached Fish,salt,,tsp
117,1 – 2,Acqua Pazza - Italian Poached Fish,extra virgin olive oil,,tbsp
118,1,Acqua Pazza - Italian Poached Fish,garlic clove,halved (for rubbing),
119,3,Peach Salad,small peaches or 2 large peaches,,
120,4,Peach Salad,loosely packed rocket/arugula,,cups
121,150g/5oz,Peach Salad,ball buffalo or cow’s milk mozzarella ,"(1 ball, ok it slightly less or more)",
122,4,Peach Salad,prosciutto ,"(or jamon serrano, about 70g/2.5 oz; for other subs see Note 1)",slices
123,1 1/2,Peach Salad,fresh lemon juice,,tbsp
124,1 1/2,Peach Salad,Dijon mustard,,tsp
125,4 1/2,Peach Salad,extra virgin olive oil,,tbsp
126,1/4,Peach Salad,each salt and pepper,,tsp
127,800g / 1.6 lb,Pasta alla norma (Eggplant pasta),eggplant,"cut into 2.5cm/1"" cubes (2 medium/large ones)",
128,2,Pasta alla norma (Eggplant pasta),extra virgin olive oil,,tbsp
129,1/2,Pasta alla norma (Eggplant pasta),each salt and pepper,,tsp
130,2,Pasta alla norma (Eggplant pasta),extra virgin olive oil,,tbsp
131,2,Pasta alla norma (Eggplant pasta),garlic cloves,finely minced,
132,1/2,Pasta alla norma (Eggplant pasta),small onion,very finely chopped (or 2 eschallots),
133,1/4,Pasta alla norma (Eggplant pasta),dry white wine,anything not too sweet or woody (Note 1),cup
134,700g / 24 oz,Pasta alla norma (Eggplant pasta),tomato passata,"(aka tomato puree, Note 2)",
135,1/4,Pasta alla norma (Eggplant pasta),water,,cup
136,1,Pasta alla norma (Eggplant pasta),dried Italian herbs,or oregano,tsp
137,1/2,Pasta alla norma (Eggplant pasta),red pepper flakes,optional (for a hint of heat),tsp
138,1/2,Pasta alla norma (Eggplant pasta),each salt and pepper,,tsp
139,300g / 10 oz,Pasta alla norma (Eggplant pasta),"spaghetti or other pasta, long or short ","(macaroni, rigatoni, penne, ziti, fettucini, bucatini)",
140,1/2,Pasta alla norma (Eggplant pasta),basil leaves,roughly chopped (Note 3),cup
141,,Pasta alla norma (Eggplant pasta),Parmesan cheese,grated (or ricotta salata if you have it – more traditional),
142,200g / 7 oz ,Mushroom Pasta,"short pasta like orecchiette, penne, macaroni",(Note 1),
143,160g/6 oz,Mushroom Pasta," long pasta - spaghetti, fettucine",(Note 1),
144,400g / 14 oz ,Mushroom Pasta,mushrooms,"sliced 1/2 cm / 1/5"" thick (Note 2)",
145,50g / 3 tbsp,Mushroom Pasta,unsalted butter,separated,
146,1,Mushroom Pasta,olive oil,,tbsp
147,2,Mushroom Pasta,garlic cloves,finely minced,
148,1/2,Mushroom Pasta,each salt and pepper,,tsp
149,1/2,Mushroom Pasta,freshly grated parmesan cheese,(or 1/4 cup store bought grated),cup
150,,Mushroom Pasta,Parsley,finely chopped,
151,,Mushroom Pasta,Parmesan cheese,grated,
152,8 - 10,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),fresh lasagne sheets,"(15 x 11 cm/6 x 4.5"") (Note 1)",
153,1,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),mozarella cheese,shredded,cup
154,1,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),olive oil,(for drizzling later),tbsp
155,500g / 1 lb,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),frozen spinach (pre chopped),thawed and excess water squeezed out (Note 2),
156,500 g / 1 lb ,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),ricotta cheese,"(NOT smooth, whipped or spreadable in tubs, Note 3)",
157,1,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),mozzarella cheese,shredded,cup
158,1,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),egg,,
159,1/2,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),parmesan cheese,shredded,cup
160,1,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),garlic clove,pressed using garlic crusher or finely grated,
161,1/4,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),fresh nutmeg,grated (or 1/8 tsp nutmeg powder),
162,3/4,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),salt,,tsp
163,1/2,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),Black pepper,,tsp
164,2,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),olive oil,,tbsp
165,2,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),garlic,minced,cloves
166,1/2,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),onion,"finely diced (brown, yellow, white)",
167,3/4,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),salt,,tsp
168,1/2,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),black pepper,,tsp
169,700 g / 24 oz ,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),tomato passata,(US: Tomato puree) (Note 5),
170,1 1/2,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),water,,cups
171,,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),Handful basil leaves,(optional),
172,300g / 10oz,Baked Ziti,ziti or penne pasta,(Note 1),
173,1,Baked Ziti,olive oil,,tbsp
174,3,Baked Ziti,garlic cloves,minced,
175,1,Baked Ziti,small onion,"(brown, white or yellow), finely chopped",
176,500g / 1 lb,Baked Ziti,ground beef or pork,OR 50/50 combo (Note 2),
177,700g / 24 oz,Baked Ziti,tomato passata,"(pureed tomato, Note 3)",
178,1/2,Baked Ziti,water,,cup
179,1,Baked Ziti,"EACH dried basil, oregano, sugar",,tsp
180,1,Baked Ziti,ricotta,optional (Note 4),cup
181,1,Baked Ziti,grated mozzarella cheese,(or other melting cheese),cup
182,1,Baked Ziti,parmesan,freshly grated (optional),cup
183,,Baked Ziti,Finely chopped parsley or basil,(optional garnish),
184,2,Baked Ziti,fennel seeds,"(optional, Note 5)",tsp
185,1,Baked Ziti,paprika,(plain or sweet),tbsp
186,1/2,Baked Ziti,cayenne pepper OR 3/4 tsp chilli flakes,(adjust to taste),tsp
187,2,Baked Ziti,onion powder,,tsp
188,1,Baked Ziti,EACH salt and black pepper,,tsp
189,1 1/2,Spaghetti Bolognese,olive oil,,tbsp
190,2,Spaghetti Bolognese,garlic cloves,minced,
191,1,Spaghetti Bolognese,onion,"finely chopped (brown, yellow or white)",
192,1 lb / 500g ,Spaghetti Bolognese,beef mince (ground beef),"OR half pork, half beef (Note 1)",
193,1/2 cup (125 ml),Spaghetti Bolognese,dry red wine,(sub water or beef broth/stock),
194,2,Spaghetti Bolognese,beef bouillon cubes,crumbled OR granulated beef bouillon (Note 2),
195,800g / 28 oz,Spaghetti Bolognese,can crushed tomato,(or tomato passata),
196,2,Spaghetti Bolognese,tomato paste,,tbsp
197,2,Spaghetti Bolognese,white sugar,if needed (Note 3),tsp
198,2,Spaghetti Bolognese,Worcestershire sauce,,tsp
199,2,Spaghetti Bolognese,dried bay leaves,,
200,2,Spaghetti Bolognese,sprigs fresh thyme,(or 1/2 tsp dried thyme or oregano),
201,,Spaghetti Bolognese,Salt and pepper,,
202,400 g / 13 oz ,Spaghetti Bolognese,spaghetti,dried,
203,,Spaghetti Bolognese,Parmesan cheese,and finely chopped parsley (optional),
204,1,Spinach Beef Cannelloni (Manicotti),olive oil,,tbsp
205,2,Spinach Beef Cannelloni (Manicotti),garlic cloves,minced,
206,1/2,Spinach Beef Cannelloni (Manicotti),onion,finely chopped,
207,1,Spinach Beef Cannelloni (Manicotti),carrot,"small, finely chopped (optional)",
208,1,Spinach Beef Cannelloni (Manicotti),celery rib,finely chopped (optional),
209,800g / 28oz,Spinach Beef Cannelloni (Manicotti),crushed tomato,canned,
210,2 cups (500ml),Spinach Beef Cannelloni (Manicotti),chicken stock / broth,low sodium (or vegetable),
211,1/2,Spinach Beef Cannelloni (Manicotti),"EACH thyme, oregano, salt, pepper",,tsp
212,1/4,Spinach Beef Cannelloni (Manicotti),chilli flakes,optional,tsp
213,1,Spinach Beef Cannelloni (Manicotti),olive oil,,tbsp
214,2,Spinach Beef Cannelloni (Manicotti),garlic cloves,minced,
215,1/2,Spinach Beef Cannelloni (Manicotti),onion,finely chopped,
216,500g / 1lb,Spinach Beef Cannelloni (Manicotti),beef mince,lean,
217,250g / 8oz,Spinach Beef Cannelloni (Manicotti),"frozen spinach, chopped","thawed, excess liquid squeezed out (Note 1)",
218,1,Spinach Beef Cannelloni (Manicotti),beef bouillon cube,crumbled (Note 2),
219,1/2,Spinach Beef Cannelloni (Manicotti),pepper,,tsp
220,1,Spinach Beef Cannelloni (Manicotti),Worcestershire Sauce,,tsp
221,21 - 24,Spinach Beef Cannelloni (Manicotti),cannelloni tubes (220g/7oz) ,OR 10 Manicotti tubes (Note 3),
222,2,Spinach Beef Cannelloni (Manicotti),mozzarella cheese,freshly grated (or other melting cheese),cups
223,,Spinach Beef Cannelloni (Manicotti),Chopped parsley,garnish (optional),
224,320g / 11oz,Sicilian Chicken Spaghetti,spaghetti,(or other long pasta),
225,2,Sicilian Chicken Spaghetti,chicken breasts,each halved horizontally to form 2 thin steaks,
226,2,Sicilian Chicken Spaghetti,olive oil,,tbsp
227,,Sicilian Chicken Spaghetti,Salt and pepper,,
228,3,Sicilian Chicken Spaghetti,garlic cloves,minced,
229,1/2 cup (125 ml),Sicilian Chicken Spaghetti,white wine,(Note 1),
230,800g / 28oz,Sicilian Chicken Spaghetti,can crushed tomato,,
231,1/2 cup (125 ml),Sicilian Chicken Spaghetti,water,(about 1/3 empty tomato can),
232,1 cup (100g),Sicilian Chicken Spaghetti,sliced black olives,(Note 2),
233,170g / 6 oz,Sicilian Chicken Spaghetti,artichokes,"(marinated in can or jar), drained (Note 2)",
234,1/2 - 1,Sicilian Chicken Spaghetti,red pepper flakes,(spiciness - adjust to taste!),tsp
235,1/2,Sicilian Chicken Spaghetti,salt and pepper,each,tsp
236,1,Sicilian Chicken Spaghetti,basil leaves,optional (or sub baby spinach),cup
237,,Sicilian Chicken Spaghetti,Parmesan cheese,freshly grated,
238,3,Slow Cooked Beef Cheeks in Red Wine Sauce,olive oil,separated,tbsp
239,1.5 kg/3lb ,Slow Cooked Beef Cheeks in Red Wine Sauce,beef cheeks,(4 large or 6 small beef cheeks),
240,1,Slow Cooked Beef Cheeks in Red Wine Sauce,onion,"(white, brown or yellow), roughly diced (about 1 cup)",
241,1,Slow Cooked Beef Cheeks in Red Wine Sauce,celery stalk,roughly diced (about 1 cup),
242,1,Slow Cooked Beef Cheeks in Red Wine Sauce,carrot,roughly diced (about 3/4 cup),
243,4,Slow Cooked Beef Cheeks in Red Wine Sauce,garlic cloves,minced,
244,6,Slow Cooked Beef Cheeks in Red Wine Sauce,stems of fresh thyme,or 1 1/2 tsp dried thyme leaves,
245,4,Slow Cooked Beef Cheeks in Red Wine Sauce,dried bay leaves,(or 3 fresh bay leaves),
246,1 cup  (250 ml),Slow Cooked Beef Cheeks in Red Wine Sauce,beef stock ,(broth),
247,2 cups  (500 ml),Slow Cooked Beef Cheeks in Red Wine Sauce,red wine,(full bodied eg. cabernet sauvignon or merlot),
248,2 - 3,Slow Cooked Beef Cheeks in Red Wine Sauce,salt,separated,tsp
249,,Slow Cooked Beef Cheeks in Red Wine Sauce,Black pepper,,
250,3,Tiramisu (Chef recipe!),eggs,yolks and whites separated,
251,1/2 cup (110g),Tiramisu (Chef recipe!),caster sugar (superfine sugar),,
252,1/2,Tiramisu (Chef recipe!),vanilla extract,,tsp
253,8 oz / 250g ,Tiramisu (Chef recipe!),mascarpone,good brand (Important - read Note 1),
254,1 1/4,Tiramisu (Chef recipe!),black coffee,hot and strong! (Note 2),cups
255,2 tbsp (or more!) ,Tiramisu (Chef recipe!),Frangelico or Kahlua,or other liquor of choice (skip for alcohol free),
256,6.5 oz / 200g (24 - 30) ,Tiramisu (Chef recipe!),"lady fingers, pavesini or savoiardi biscuits ",(Note 3),
257,,Tiramisu (Chef recipe!),Cocoa,for dusting,
258,1/2,Italian Pasta Salad with Homemade Italian Dressing,extra virgin olive oil,,cup
259,1/4,Italian Pasta Salad with Homemade Italian Dressing,red or white wine vinegar,(I like using red),cup
260,1 1/2,Italian Pasta Salad with Homemade Italian Dressing,freshly grated parmesan cheese,(Note 1),tbsp
261,1,Italian Pasta Salad with Homemade Italian Dressing,sugar (any),,tbsp
262,1,Italian Pasta Salad with Homemade Italian Dressing,"large garlic clove, minced",,
263,1/2,Italian Pasta Salad with Homemade Italian Dressing,each dried basil and oregano,,tsp
264,1/4,Italian Pasta Salad with Homemade Italian Dressing,dried parsley,,tsp
265,1/2,Italian Pasta Salad with Homemade Italian Dressing,dried chilli flakes (red pepper flakes) (optional),,tsp
266,3/4,Italian Pasta Salad with Homemade Italian Dressing,salt,,tsp
267,1/2,Italian Pasta Salad with Homemade Italian Dressing,black pepper,,tsp
268,300g/10oz,Italian Pasta Salad with Homemade Italian Dressing,"spiral pasta, or other pasta of choice",,
269,180g/6oz,Italian Pasta Salad with Homemade Italian Dressing,"thick sliced salami, cut into 2.5cm/1"" batons (see photo in post or videos) (I use spicy salami)",,
270,200g/7oz,Italian Pasta Salad with Homemade Italian Dressing,"baby bocconcini, halved (Note 2)",,
271,1,Italian Pasta Salad with Homemade Italian Dressing,"red capsicum/bell pepper, cut into 3cm/2.2cm strips",,
272,250g/8oz,Italian Pasta Salad with Homemade Italian Dressing,whole olives (I used Sicilian and pitted black) (Note 3),,
273,2,Italian Pasta Salad with Homemade Italian Dressing,"cherry tomatoes, halved (~1.5 Australian punnets)",,cups
274,1,Italian Pasta Salad with Homemade Italian Dressing,(tightly packed) fresh basil leaves,,cup
275,220,Caprese Salad,g/7oz bocconcini / baby or cherry mozzarella,halved (Note 1),
276,500,Caprese Salad,/ 1 lb cherry or grape tomatoes,halved,g
277,1/2,Caprese Salad,basil leaves,torn or roughly chopped,cup
278,,Caprese Salad,Balsamic glaze / reduction,for drizzling (Note 2),
279,1,Caprese Salad,small garlic clove,minced,
280,1/2,Caprese Salad,Dijon mustard,(or other non spicy mustard),tsp
281,2.5,Caprese Salad,extra virgin olive oil,,tbsp
282,1,Caprese Salad,white wine vinegar,(Note 3),tbsp
283,1/4,Caprese Salad,each dried oregano,"parsley, thyme (or rosemary)",tsp
284,1/2,Caprese Salad,salt,,tsp
285,,Caprese Salad,Black pepper,,
286,4,Bruschetta,crusty bread like sourdough or ciabatta,"sliced 1.5cm/ 3/5"" thick (Note 1)",slices
287,,Bruschetta,extra virgin olive oil,for brushing,
288,1,Bruschetta,garlic clove,halved (unpeeled),
289,4,Bruschetta,tomatoes (medium),"ripe and juicy, at room temperature",
290,1/4,Bruschetta,basil leaves,roughly chopped,cup
291,1.5,Bruschetta,extra virgin olive oil,,tbsp
292,1/8,Bruschetta,salt,kosher / cooking salt,tsp
293,,Bruschetta,Black pepper,,
294,3 tbsp / 50 g,Creamy Baked Pumpkin Risotto,unsalted butter,divided,
295,1 1/2,Creamy Baked Pumpkin Risotto,arborio rice,(risotto rice) (Note 1),cups
296,1,Creamy Baked Pumpkin Risotto,onion,diced,
297,600 g / 20 oz ,Creamy Baked Pumpkin Risotto,pumpkin (weight after peeling and deseeding),"diced into 1.7cm/2/3"" cubes (about 4 heaped cups) (Note 2)",
298,3,Creamy Baked Pumpkin Risotto,garlic cloves,minced,
299,1/4,Creamy Baked Pumpkin Risotto,dry white wine,(or water or broth),cup
300,3 1/2,Creamy Baked Pumpkin Risotto,vegetable or chicken stock/broth,,cups
301,2,Creamy Baked Pumpkin Risotto,"sage leaves, roughly chopped",(Note 3),tbsp
302,1/2,Creamy Baked Pumpkin Risotto,parmesan cheese,finely grated,cup
303,,Creamy Baked Pumpkin Risotto,Salt & pepper,,
304,50 g / 3 tbsp,Creamy Baked Pumpkin Risotto,butter,salted,
305,12 - 20,Creamy Baked Pumpkin Risotto,sage leaves,,
306,,Creamy Baked Pumpkin Risotto,Grated parmesan,,
307,1,Italian Meatballs,lightly packed cup of diced white sandwich bread,crusts removed (Note 1 for SUB),
308,1,Italian Meatballs,small onion,"(brown, white or yellow)",
309,14 oz / 400 g ,Italian Meatballs,ground beef,(mince),
310,3 oz / 100g ,Italian Meatballs,ground pork,"(mince), or sub with more beef (Note 2)",
311,1,Italian Meatballs,egg,,
312,1/4,Italian Meatballs,fresh parsley,finely chopped (Note 3),cup
313,2,Italian Meatballs,garlic cloves,minced,
314,1/4,Italian Meatballs,Parmigiano-Reggiano,"(or parmesan), freshly grated",cup
315,3/4,Italian Meatballs,salt,,tsp
316,1/4,Italian Meatballs,black pepper,,tsp
317,2.5,Italian Meatballs,olive oil,,tbsp
318,2,Italian Meatballs,garlic cloves,minced,
319,3/4,Italian Meatballs,onion,"finely chopped (white, brown or yellow)",cup
320,24 oz / 700 g ,Italian Meatballs,tomato passata,(Tomato Puree in US/CAN - Note 4),
321,1/2,Italian Meatballs,water,,cup
322,1,Italian Meatballs,red pepper flakes,(chili flakes),tsp
323,3,Italian Meatballs,dried Italian herb mix,"(parsley, basil, thyme, oregano)",tsp
324,1,Italian Meatballs,salt,,tsp
325,,Italian Meatballs,Black pepper,,
326,,Italian Meatballs,Pasta of choice,,
327,,Italian Meatballs,Parmesan,,
328,,Italian Meatballs,Parsley,finely chopped (optional),
329,1 – 2 ,Creamy Prawn Risotto (Shrimp),tbsp olive oil,,
330,400 – 500g (14oz – 1 lb),Creamy Prawn Risotto (Shrimp),"prawns/shrimp, raw, peeled (Note 1)",,
331,,Creamy Prawn Risotto (Shrimp),Salt and pepper,,
332,1 1/2 tbsp (20g),Creamy Prawn Risotto (Shrimp),butter,,
333,1/2,Creamy Prawn Risotto (Shrimp),onion,finely chopped,
334,2,Creamy Prawn Risotto (Shrimp),garlic cloves,minced,
335,1/3 cup (85 ml),Creamy Prawn Risotto (Shrimp),dry white wine,(or water),
336,1 1/2 cups (270g),Creamy Prawn Risotto (Shrimp),Arborio rice,uncooked (Note 2),
337,3 cups (750ml),Creamy Prawn Risotto (Shrimp),chicken broth,"low sodium, at room temp",
338,1 cup (250 ml),Creamy Prawn Risotto (Shrimp),milk,room temp (full or low fat),
339,1 cup (150g),Creamy Prawn Risotto (Shrimp),frozen peas,thawed,
