,amount,meal,name,notes,unit
73,1/2,Beef Satay with Thai Peanut Sauce,salt,,tsp
74,1,Beef Satay with Thai Peanut Sauce,cider vinegar,(Note 9),tbsp
75,1/3,Beef Satay with Thai Peanut Sauce,water,,cup
76,1 1/2,Beef Satay with Thai Peanut Sauce,vegetable oil,for cooking,tbsp
77,2,Beef Satay with Thai Peanut Sauce,peanuts,finely chopped,tbsp
78,,Beef Satay with Thai Peanut Sauce,Lime wedges,(optional),
79,,Beef Satay with Thai Peanut Sauce,Coriander / cilantro leaves and sliced red chilli,(optional),
80,2,Thai Cashew Chicken Stir Fry,peanut oil,(or canola or vegetable oil),tbsp
81,1/2,Thai Cashew Chicken Stir Fry,raw cashews,unsalted (Note 1 for roasted),cup
82,1,Thai Cashew Chicken Stir Fry,garlic clove,finely minced,
83,1/2,Thai Cashew Chicken Stir Fry,onion,"(brown, yellow, or white), cut into thin wedges",
84,200g/7oz,Thai Cashew Chicken Stir Fry,chicken thighs,"skinless and boneless, sliced into 1cm / 1/3"" thin strips (Note 2)",
85,2,Thai Cashew Chicken Stir Fry,green onions,"cut into 2.5cm / 1” lengths, white part separated from green part",
86,1/2,Thai Cashew Chicken Stir Fry,red cayenne pepper,deseeded and finely sliced on the diagonal (omit or reduce if preferred) (Note 3),
87,1,Thai Cashew Chicken Stir Fry,oyster sauce,(Note 4),tbsp
88,1,Thai Cashew Chicken Stir Fry,dark soy sauce,(Note 5),tsp
89,2,Thai Cashew Chicken Stir Fry,fish sauce,(Note 6),tsp
90,1,Thai Cashew Chicken Stir Fry,white sugar,,tsp
91,3,Thai Cashew Chicken Stir Fry,water,,tbsp
92,,Thai Cashew Chicken Stir Fry,Red chilli,finely sliced (optional garnish),
93,,Thai Cashew Chicken Stir Fry,Jasmine rice,for serving (or other rice of choice),
94,2,Pineapple Fried Rice (Thai),vegetable oil,,tbsp
95,2,Pineapple Fried Rice (Thai),garlic cloves,finely minced,
96,1/2,Pineapple Fried Rice (Thai),onion,finely chopped,
97,1/2,Pineapple Fried Rice (Thai),red capsicum / bell peppers,diced (~ 3/4 cup),
98,1/2,Pineapple Fried Rice (Thai),peas,frozen,cup
99,3,Pineapple Fried Rice (Thai),day old jasmine rice,cooked (Note 1),cups
100,1 1/2,Pineapple Fried Rice (Thai),pineapple pieces,fresh or canned drained (~ 220g) (Note 2),cups
101,1/2,Pineapple Fried Rice (Thai),green onion,sliced,cup
102,1,Pineapple Fried Rice (Thai),oyster sauce,,tbsp
103,1 1/2,Pineapple Fried Rice (Thai),fish sauce,,tbsp
104,1/2,Pineapple Fried Rice (Thai),sugar,,tsp
105,1,Pineapple Fried Rice (Thai),oyster sauce,,tbsp
106,1 1/2,Pineapple Fried Rice (Thai),soy sauce,light or all purpose (not dark soy),tbsp
107,1 1/2,Pineapple Fried Rice (Thai),soy sauce,,tbsp
108,1,Pineapple Fried Rice (Thai),Thai Seasoning (Gold Mountain),,tbsp
109,1,Jasmine Rice,jasmine rice,,cup
110,1 1/4,Jasmine Rice,water,(cold tap water),cups
111,1,Jasmine Rice,jasmine rice,,cup
112,1 1/4 cups MINUS 2 tbsp ,Jasmine Rice,water,,
113,1.5kg/ 3 lb,Lamb Shanks Massaman Curry,lamb shanks,"(5 small, 4 medium, 2 - 3 large) (Note 1)",
114,114g/ 4oz,Lamb Shanks Massaman Curry,Maesri Massaman curry paste (1 can),or other brand (Note 2),
115,400ml/ 14oz,Lamb Shanks Massaman Curry,coconut milk,"full fat (Ayam brand is best, Note 3)",
116,2,Lamb Shanks Massaman Curry,chicken stock/broth,low sodium (Note 4),cups
117,1,Lamb Shanks Massaman Curry,onion,"halved then sliced 1cm / 1/3"" thick (brown, white, yellow)",
118,400g/ 14oz,Lamb Shanks Massaman Curry,small potatoes,"(2.5cm/1"" wide, halve if bigger)",
119,1,Lamb Shanks Massaman Curry,star anise,,
120,1,Lamb Shanks Massaman Curry,cinnamon stick,,
121,,Lamb Shanks Massaman Curry,Red chilli,"finely sliced (small = spicy, large = less spicy)",
122,,Lamb Shanks Massaman Curry,Coriander/cilantro,,
123,,Lamb Shanks Massaman Curry,Steamed jasmine rice,,
124,2,Thai Lettuce Wraps (Larb Gai),cornflour / cornstarch,OR 2 tbsp uncooked rice (any rice is fine) (Note 1),tsp
125,3,Thai Lettuce Wraps (Larb Gai),water,,tbsp
126,2 1/2,Thai Lettuce Wraps (Larb Gai),lime juice,(1 to 2 limes),tbsp
127,2,Thai Lettuce Wraps (Larb Gai),fish sauce,,tbsp
128,2,Thai Lettuce Wraps (Larb Gai),brown sugar,,tsp
129,2,Thai Lettuce Wraps (Larb Gai),peanut oil,(or other high smoke point cooking oil),tbsp
130,1,Thai Lettuce Wraps (Larb Gai),fresh ginger,grated or very finely chopped,tbsp
131,2,Thai Lettuce Wraps (Larb Gai),garlic cloves,"large, minced",
132,1,Thai Lettuce Wraps (Larb Gai),lemon grass stalk,"white and very pale green part only, finely chopped (Note 2)",
133,2,Thai Lettuce Wraps (Larb Gai),Thai or birds eye chilli,deseeded and finely chopped (adjust to taste),
134,1 lb / 500g ,Thai Lettuce Wraps (Larb Gai),chicken mince,(ground chicken) OR pork,
135,1/2,Thai Lettuce Wraps (Larb Gai),red onion,cut into 4 wedges then finely sliced,
136,1/3,Thai Lettuce Wraps (Larb Gai),coriander/cilantro leaves,plus extra to garnish,cup
137,1/3,Thai Lettuce Wraps (Larb Gai),mint leaves,plus extra to garnish,cup
138,3,Thai Lettuce Wraps (Larb Gai),crushed peanuts,(optional),tbsp
139,6,Thai Lettuce Wraps (Larb Gai),small to medium lettuce leaves,(I used baby cos / romaine) (Note 3),- 8
140,,Thai Lettuce Wraps (Larb Gai),"Extra lime wedges, chilli",,
141,125 g / 4oz ,Pad Thai,Chang’s Pad Thai dried rice sticks,(Note 1),
142,1 1/2,Pad Thai,tamarind puree,(Note 2),tbsp
143,3,Pad Thai,(packed) brown sugar,,tbsp
144,2,Pad Thai,fish sauce,(Note 3),tbsp
145,1 1/2,Pad Thai,oyster sauce,(Note 4),tbsp
146,2 – 3,Pad Thai,vegetable or canola oil,,tbsp
147,1/2,Pad Thai,onion,"sliced (brown, yellow)",
148,2,Pad Thai,garlic cloves,finely chopped,
149,150 g/5oz ,Pad Thai,chicken breast (or thigh),thinly sliced,
150,2,Pad Thai,eggs,lightly whisked,
151,1 1/2,Pad Thai,of beansprouts,,cups
152,1/2 cup,Pad Thai,"firm tofu, cut into 3cm / 1 1/4″ batons (see photo)",,
153,1/4,Pad Thai,"garlic chives , cut into 3cm / 1 1/4″ pieces",,cup
154,1/4,Pad Thai,finely chopped peanuts,,cup
155,,Pad Thai,Lime wedges,(essential),
156,,Pad Thai,Ground chilli or cayenne pepper,(optional),
157,,Pad Thai,More beansprouts,,
158,300g / 10oz,Tom Yum Soup (Thai soup),whole prawns / shrimp,with heads and shells on (Note 7),
159,3 cup (750 ml),Tom Yum Soup (Thai soup),water,,
160,1/2 cup (125 ml),Tom Yum Soup (Thai soup),chicken stock/broth,low sodium,
161,2,Tom Yum Soup (Thai soup),stalks of lemongrass,outer layers peeled(Note 1),
162,"1.5 cm / 3/5""",Tom Yum Soup (Thai soup),piece of galangal,cut into 4 slices (Note 2),
163,5,Tom Yum Soup (Thai soup),kaffir lime leaves,torn roughly (Note 3),
164,2,Tom Yum Soup (Thai soup),Thai or birdseye chillies,(Note 4),
165,3,Tom Yum Soup (Thai soup),garlic cloves,,
166,120g / 4oz,Tom Yum Soup (Thai soup),oyster mushrooms,,
167,1,Tom Yum Soup (Thai soup),roma tomato,cut into wedges,
168,1/2,Tom Yum Soup (Thai soup),white onion,"(medium sized), cut into wedges about 1 cm thick",
169,1,Tom Yum Soup (Thai soup),sugar,,tsp
170,3,Tom Yum Soup (Thai soup),fish sauce,(Note 5),tbsp
171,3,Tom Yum Soup (Thai soup),lime juice,,tbsp
172,,Tom Yum Soup (Thai soup),Coriander/cilantro,for garnish,
173,1 1/2,Tom Yum Soup (Thai soup),Thai roasted chili sauce,"(Nam Prik Pa, Note 6)",tbsp
174,1/3 cup (75 ml),Tom Yum Soup (Thai soup),evaporated milk,,
175,225g / 7oz,Thai Basil Chicken,chicken thigh fillets,"skinless boneless, cut into bite size pieces",
176,1,Thai Basil Chicken,green onion,"cut into 4cm / 2"" lengths.",
177,1,Thai Basil Chicken,Thai basil leaves,loosely packed (Holy Basil if you can find it) (Note 1),cup
178,2,Thai Basil Chicken,garlic cloves,"large, finely chopped (Note 2)",
179,1,Thai Basil Chicken,birds eye or Thai chilli,deseeded and finely chopped,
180,1 1/2,Thai Basil Chicken,oil,"(peanut, vegetable or canola)",tbsp
181,2,Thai Basil Chicken,oyster sauce,,tsp
182,1,Thai Basil Chicken,light soy sauce,(Note 3),tsp
183,1,Thai Basil Chicken,dark soy sauce,(or all purpose) (Note 3),tsp
184,1,Thai Basil Chicken,sugar,,tsp
185,2,Thai Basil Chicken,water,,tbsp
186,,Thai Basil Chicken,Steamed jasmine rice,,
187,1/2 to 1,Thai Beef Salad,birds eye or Thai Chilli,very finely sliced (Note 1),tsp
188,2,Thai Beef Salad,garlic cloves,,
189,1,Thai Beef Salad,cilantro/coriander stems,finely chopped,tbsp
190,2,Thai Beef Salad,sugar,,tsp
191,2,Thai Beef Salad,fish sauce,,tbsp
192,3,Thai Beef Salad,lime juice,,tbsp
193,1,Thai Beef Salad,grape seed oil,(or canola or vegetable oil),tbsp
194,7 - 8 oz / 200 - 250 g ,Thai Beef Salad,good quality beef steak - sirloin,at room temperature (Note 2),
195,1/2,Thai Beef Salad,oil,"(vegetable, peanut or canola oil)",tbsp
196,,Thai Beef Salad,Salt and pepper,,
197,2,Thai Beef Salad,mixed lettuce leaves,,cups
198,1/4,Thai Beef Salad,cherry tomatoes,halved,cup
199,1/4,Thai Beef Salad,small red onion,"(spanish onion), very finely sliced",
200,1/2,Thai Beef Salad,cucumber,cut horizontally then cut into slices (about 1/3 cup),
201,1/4,Thai Beef Salad,cilantro/coriander leaves,lightly packed,cup
202,1/4,Thai Beef Salad,mint leaves,lightly packed,cup
203,1,Thai Beef Salad,peanuts,roughly chopped,tbsp
204,,Thai Beef Salad,Extra cilantro/coriander and mint leaves,,
205,2,Thai Fried Rice,vegetable oil,(or canola or peanut oil),tbsp
206,2,Thai Fried Rice,large garlic cloves,very finely chopped,
207,1/2,Thai Fried Rice,onion,diced,
208,5 oz / 150 g ,Thai Fried Rice,small prawns/shrimp (cooked or raw) ,or chicken breast thinly sliced (Note 1),
209,3,Thai Fried Rice,green onion (shallots),"cut into 1.5 ""/4 cm pieces",
210,2,Thai Fried Rice,eggs,lightly beaten,
211,3,Thai Fried Rice,cooked jasmine rice,cold (preferably refrigerated overnight) (Note 2),cups
212,,Thai Fried Rice,ONE Sauce Option,(see below for options),
213,1 1/2 ,Thai Fried Rice, soy sauce,,tbsp
214,1 1/2,Thai Fried Rice,oyster sauce,,tbsp
215,2,Thai Fried Rice,fish sauce,,tbsp
216,1 1/2,Thai Fried Rice,oyster sauce,,tbsp 
217,1,Thai Fried Rice,sugar,(any type),tsp
218,1 1/2,Thai Fried Rice,light soy sauce,,tbsp
219,1 1/2 ,Thai Fried Rice,Thai Seasoning,(Gold Mountain) (Note 4),tbsp
220,,Thai Fried Rice,Tomato wedges,,
221,,Thai Fried Rice,Cucumber slices,,
222,,Thai Fried Rice,Fresh coriander,,
223,1 lb / 500g ,Thai Fish Cakes,white fish fillets,"skinless and pin boned, cut into chunks (Note 1)",
224,3,Thai Fish Cakes,red curry paste,(Note 2),tbsp
225,1,Thai Fish Cakes,cilantro/coriander leaves,chopped,tbsp
226,1,Thai Fish Cakes,fish sauce,(sub soy sauce),tbsp
227,1,Thai Fish Cakes,lime juice,,tbsp
228,1,Thai Fish Cakes,egg,,
229,1/4 cup (40g),Thai Fish Cakes,rice flour,(or cornstarch / corn flour),
230,6,Thai Fish Cakes,green beans,"finely sliced (optional, Note 3)",
231,4 - 6,Thai Fish Cakes,oil,"(vegetable, canola, sun flower)",tbsp
232,,Thai Fish Cakes,Sweet chilli sauce,,
233,,Thai Fish Cakes,Cilantro/coriander leaves,,
234,,Thai Fish Cakes,Lime wedges,,
235,7 oz /200g ,Thai Drunken Noodles (Pad Kee Mao),dried rice noodles,wide (Note 1),
236,2,Thai Drunken Noodles (Pad Kee Mao),oil,"(peanut, vegetable or canola)",tbsp
237,3,Thai Drunken Noodles (Pad Kee Mao),large cloves of garlic,minced,
238,2,Thai Drunken Noodles (Pad Kee Mao),birds eye chilli or Thai chillies,"deseeded, very finely chopped (Note 2)",
239,1/2,Thai Drunken Noodles (Pad Kee Mao),onion,sliced,
240,200 g /7oz ,Thai Drunken Noodles (Pad Kee Mao),chicken thighs,cut into bite size pieces (breast ok too),
241,2,Thai Drunken Noodles (Pad Kee Mao),fish sauce,(or soy sauce),tsp
242,2,Thai Drunken Noodles (Pad Kee Mao),green onions,"cut into 3cm/2"" pieces",
243,1,Thai Drunken Noodles (Pad Kee Mao),Thai or Thai Holy Basil leaves,"(sub regular basil, Note 3)",cup
244,3,Thai Drunken Noodles (Pad Kee Mao),oyster sauce,,tbsp
245,1 1/2,Thai Drunken Noodles (Pad Kee Mao),light soy sauce,(Note 4),tbsp
246,1 1/2,Thai Drunken Noodles (Pad Kee Mao),dark soy sauce,(Note 4),tbsp
247,2,Thai Drunken Noodles (Pad Kee Mao),sugar,,tsp
248,1,Thai Drunken Noodles (Pad Kee Mao),water,,tbsp
249,400 g/14oz ,Thai Chicken Satay with Peanut Sauce,coconut milk,"(1 can), full fat",
250,13-16,Thai Chicken Satay with Peanut Sauce,bamboo skewers,"16cm / 6.5"" long (Note 1)",
251,600 g / 1.2lb ,Thai Chicken Satay with Peanut Sauce,chicken thighs,"boneless skinless, cut into 2cm/4/5"" pieces (Note 2)",
252,1,Thai Chicken Satay with Peanut Sauce,curry powder,(Note 3),tbsp
253,1,Thai Chicken Satay with Peanut Sauce,white sugar,,tsp
254,2,Thai Chicken Satay with Peanut Sauce,red curry paste,(Note 4),tsp
255,1,Thai Chicken Satay with Peanut Sauce,salt,,tsp
256,2,Thai Chicken Satay with Peanut Sauce,red curry paste,(Note 4),tbsp
257,3/4 cup (180g),Thai Chicken Satay with Peanut Sauce,"natural peanut butter, smooth",(Note 5),
258,1/4 cup (50g),Thai Chicken Satay with Peanut Sauce,white sugar,,
259,2,Thai Chicken Satay with Peanut Sauce,dark soy sauce,(Note 6),tsp
260,1,Thai Chicken Satay with Peanut Sauce,salt,,tsp
261,2,Thai Chicken Satay with Peanut Sauce,cider vinegar,(Note 7),tbsp
262,3/4 cup (185ml),Thai Chicken Satay with Peanut Sauce,water,,
263,2,Thai Chicken Satay with Peanut Sauce,peanuts finely chopped,,tbsp
264,,Thai Chicken Satay with Peanut Sauce,Lime wedges,(optional),
265,,Thai Chicken Satay with Peanut Sauce,Coriander / cilantro leaves and sliced red chilli,(optional),
266,4 - 6,Thai Green Curry,Thai Green Curry Paste (Maesri best) OR,(Note 1),tbsp
267,1,Thai Green Curry,homemade green curry paste,(Note 1),quantity
268,2,Thai Green Curry,large garlic cloves,minced,
269,2,Thai Green Curry,fresh ginger,finely grated,tsp
270,1,Thai Green Curry,lemongrass paste,(Note 2),tbsp
271,2,Thai Green Curry,vegetable oil,,tbsp
272,1 cup (250ml) ,Thai Green Curry,"chicken or vegetable broth, low sodium",,
273,400 g/14oz ,Thai Green Curry,coconut milk,full fat (Note 4),
274,1 - 3,Thai Green Curry,fish sauce *,,tsp
275,1 - 3,Thai Green Curry,white sugar *,,tsp
276,1/8,Thai Green Curry,salt *,,tsp
277,6,Thai Green Curry,kaffir lime leaves,torn in half (Note 5),
278,350 g/12 oz ,Thai Green Curry,chicken thigh,"skinless boneless, sliced (Note 6)",
279,2,Thai Green Curry,"Japanese eggplants, ","small, 1cm / 2/5"" slices (Note 7)",
280,1 1/2,Thai Green Curry,snow peas,"small, trimmed",cups
281,16,Thai Green Curry,Thai basil leaves,(Note 8),
282,,Thai Green Curry,Juice of 1/2 lime,to taste,
283,,Thai Green Curry,Crispy fried Asian shallots,high recommended (Note 9),
284,,Thai Green Curry,Thai basil or cilantro/coriander,recommended,
285,,Thai Green Curry,Green or red chillies slices,optional,
286,,Thai Green Curry,Steamed jasmine rice,,
287,4,Thai Green Curry Paste recipe,green cayenne pepper chilis,deseeded and chopped (Note 1),
288,6,Thai Green Curry Paste recipe,Thai green chilis,chopped (Note 1),
289,2,Thai Green Curry Paste recipe,red shallots / eschallots,chopped,
290,2,Thai Green Curry Paste recipe,lemongrass stems,trimmed and finely chopped (about 2.5 - 3 tbsp) (Note 2),
291,2,Thai Green Curry Paste recipe,galangal,grated (Note 3),tbsp
292,5,Thai Green Curry Paste recipe,garlic,chopped,cloves
293,2.5,Thai Green Curry Paste recipe,dried shrimp paste,(Belacan) (Note 4),tsp
294,2,Thai Green Curry Paste recipe,lime zest,grated,tsp
295,1,Thai Green Curry Paste recipe,ground coriander,,tsp
296,1,Thai Green Curry Paste recipe,ground cumin,,tsp
297,1/4,Thai Green Curry Paste recipe,white pepper,,tsp
298,1/4,Thai Green Curry Paste recipe,turmeric,,tsp
299,2,Thai Green Curry Paste recipe,chopped coriander/cilantro root and stem,(Note 5),tbsp
300,1/4,Thai Green Curry Paste recipe,coriander / cilantro leaves,loosely packed,cup
301,2 - 3,Thai Green Curry Paste recipe,water,as needed,tbsp
302,1,Amazing Easy Thai Coconut Soup,vegetable oil,,tbsp
303,10,Amazing Easy Thai Coconut Soup,prawns/shrimp,peeled and deveined (Note 1),
304,2,Amazing Easy Thai Coconut Soup,garlic cloves,finely grated,
305,2,Amazing Easy Thai Coconut Soup,ginger,finely grated,tsp
306,1,Amazing Easy Thai Coconut Soup,lemongrass,"peeled, finely grated (Note 2)",
307,1,Amazing Easy Thai Coconut Soup,brown sugar,,tbsp
308,1 1/2,Amazing Easy Thai Coconut Soup,fish sauce,(or soy sauce),tbsp
309,2,Amazing Easy Thai Coconut Soup,curry powder,(Note 3),tsp
310,1,Amazing Easy Thai Coconut Soup,coriander powder,,tsp
311,2,Amazing Easy Thai Coconut Soup,chilli garlic paste or other chilli paste,adjust to taste (Note 4),tsp
312,400 g/14oz ,Amazing Easy Thai Coconut Soup,coconut milk,(Note 5),
313,2 cups /500ml ,Amazing Easy Thai Coconut Soup,chicken broth,(or vegetable),
314,2,Amazing Easy Thai Coconut Soup,lime zest,(1 lime),tsp
315,200 g / 7 oz ,Amazing Easy Thai Coconut Soup,"fresh egg noodles,",prepared per packet (other noodles Note 6),
316,,Amazing Easy Thai Coconut Soup,Big handful bean sprouts,,
317,,Amazing Easy Thai Coconut Soup,Lime wedges,,
318,,Amazing Easy Thai Coconut Soup,Fresh coriander/cilantro leaves,,
319,,Amazing Easy Thai Coconut Soup,Sliced red onion,"(or sliced green onion), Fried Asian shallots (Note 7), sliced red chilli, more chilli paste (optional)",
320,4,Poached Salmon in Coconut Lime Sauce,salmon fillets,180g/6oz each preferably skinless (Note 1),
321,,Poached Salmon in Coconut Lime Sauce,Salt and pepper,,
322,2,Poached Salmon in Coconut Lime Sauce,oil,separated,tbsp
323,2,Poached Salmon in Coconut Lime Sauce,garlic cloves,finely grated,
324,2,Poached Salmon in Coconut Lime Sauce,ginger,finely grated,tsp
325,1,Poached Salmon in Coconut Lime Sauce,lemongrass,"peeled, finely grated (Note 2)",
326,1,Poached Salmon in Coconut Lime Sauce,brown sugar,,tbsp
327,1,Poached Salmon in Coconut Lime Sauce,chilli garlic paste ,"or other chilli paste, adjust to taste (Note 3)",tsp
328,400 g/14oz,Poached Salmon in Coconut Lime Sauce,coconut milk,(Note 2),
329,1,Poached Salmon in Coconut Lime Sauce,fish sauce,(or soy sauce),tbsp
330,2,Poached Salmon in Coconut Lime Sauce,lime zest,(1 lime),tsp
331,,Poached Salmon in Coconut Lime Sauce,Lime juice,to taste,
332,,Poached Salmon in Coconut Lime Sauce,Fresh coriander/cilantro leaves,finely chopped (recommended),
333,,Poached Salmon in Coconut Lime Sauce,Finely sliced large red chillies,(optional),
334,,Poached Salmon in Coconut Lime Sauce,Vermicelli noodles OR,"soaked per packet, or rice",
335,,Poached Salmon in Coconut Lime Sauce,Steamed jasmine rice,,
336,,Poached Salmon in Coconut Lime Sauce,Steamed Asian greens,,
337,1,Massaman Curry,lemongrass,(Note 1),
338,6,Massaman Curry,dried red Asian chillis,(not Thai! Note 2),
339,4,Massaman Curry,eschallots,peeled (Note 3),
340,5,Massaman Curry,garlic,unpeeled,cloves
341,"3 cm / 2.25"" ",Massaman Curry,galangal piece,"peeled, cut into 3/4 cm / 1/2"" slices (Note 4)",
342,4 - 6,Massaman Curry,water,,tbsp
343,1/2,Massaman Curry,ground cloves,,tsp
344,3/4,Massaman Curry,cumin,,tsp
345,1/8,Massaman Curry,ground nutmeg,,tsp
346,3/4,Massaman Curry,coriander,,tsp
347,1/2,Massaman Curry,cardamom,,tsp
348,1/2,Massaman Curry,cinnamon,,tsp
349,700 g / 1.4lb ,Massaman Curry,beef chuck,"cut into 4cm / 2.5"" cubes (Note 5)",
350,500 ml / 2 cups ,Massaman Curry,beef broth,low sodium,
351,2,Massaman Curry,bay leaves,,
352,1/4 cup / 65 ml,Massaman Curry,vegetable oil,,
353,400 ml / 14 oz ,Massaman Curry,coconut milk,"(full fat, 1 can)",
354,1,Massaman Curry,cinnamon quill,,
355,1,Massaman Curry,star anise,,
356,1,Massaman Curry,tamarind paste/puree,(Note 6),tsp
357,1,Massaman Curry,fish sauce,,tbsp
