,amount,meal,name,notes,unit
30,2,Mexican Meatballs,olive oil,,tbsp
31,2,Mexican Meatballs,garlic,finely minced,cloves
32,1,Mexican Meatballs,chipotle from a can of Chipotle in Adobo,finely chopped – add another for extra flavour! (Note 4),
33,1,Mexican Meatballs,Adobo Sauce from a can of Chipotle in Adobo,(Note 4),tsp
34,800g / 24 oz,Mexican Meatballs,crushed tomato,,
35,1,Mexican Meatballs,sugar,,tsp
36,1,Mexican Meatballs,coriander/cilantro,roughly chopped,tbsp
37,,Mexican Meatballs,Coriander/cilantro leaves,whole,
38,,Mexican Meatballs,Shredded cheese,,
39,,Mexican Meatballs,Sour cream,,
40,,Mexican Meatballs,Guacamole,"(or just diced, sliced or mashed plain avocado)",
41,,Mexican Meatballs,"Rice, for serving",(Note ,
42,2kg / 4 lb,Beef Barbacoa - Mexican Pulled Beef,beef cheeks,or chuck beef(see Note 1),
43,1,Beef Barbacoa - Mexican Pulled Beef,salt,kosher/cooking,tsp
44,1,Beef Barbacoa - Mexican Pulled Beef,black pepper,,tsp
45,2,Beef Barbacoa - Mexican Pulled Beef,vegetable oil,for searing,tbsp
46,4,Beef Barbacoa - Mexican Pulled Beef,bay leaves,,
47,4,Beef Barbacoa - Mexican Pulled Beef,chipotle chiles in adobo sauce,(Note 2),
48,3/4,Beef Barbacoa - Mexican Pulled Beef,"dark ale (beer), or low sodium beef broth/stock",(Note 3),cup
49,1/2,Beef Barbacoa - Mexican Pulled Beef,apple cider vinegar,,cup
50,4,Beef Barbacoa - Mexican Pulled Beef,lime juice,,tbsp
51,6,Beef Barbacoa - Mexican Pulled Beef,garlic cloves,,
52,4,Beef Barbacoa - Mexican Pulled Beef,ground cumin,,tsp
53,2,Beef Barbacoa - Mexican Pulled Beef,oregano,,tsp
54,1/2,Beef Barbacoa - Mexican Pulled Beef,ground cloves,,tsp
55,2,Guacamole,finely chopped white onion,"(or red, brown or yellow)",tbsp
56,1,Guacamole,finely chopped jalapeno or serrano chilli,(or other chilli of choice) (adjust to taste),tbsp
57,1/2,Guacamole,salt,plus more to taste,tsp
58,1/4,Guacamole,roughly chopped coriander/cilantro leaves,,cup
59,2,Guacamole,medium avocados (or 1 very large one),(Note 1),
60,,Guacamole,Lime juice,to taste (I use 1/4 – 1/2 lime),
61,,Guacamole,Optional: 1 ripe tomato,"peeled, deseeded and chopped",
62,400g / 14 oz,Ceviche,"kingfish, tuna, sea bass or other sashimi-grade fish suitable for raw eating",(Note 1),
63,1/4,Ceviche,red onion,"very finely sliced using mandolin (so it ""flops"")",
64,2,Ceviche,fresh jalapeño,finely chopped (or green chilli) – add more or less for spiciness,tsp
65,8,Ceviche,cherry tomatoes,halved (large ones quartered),
66,1/4,Ceviche,black pepper,,tsp
67,1/3,Ceviche,lime juice,fresh (or lemon juice),cup
68,1/2,Ceviche,salt,"cooking / kosher (or 1/4 tsp table salt, Note 2)",tsp
69,1,Ceviche,avocado,"ripe, cut into 1.25cm / 1/2″ cubes",
70,1/4,Ceviche,coriander/cilantro leaves,roughly chopped (sub chives),cup
71,2,Ceviche,extra virgin olive oil,(Note 3),tbsp
72,500g/1 lb,Prawn Tacos (Shrimp),medium prawns/shrimp,"peeled (frozen thawed, or 1 kg / 2lb unpeeled whole)",
73,,Prawn Tacos (Shrimp),Zest of 1 lime,(or lemon),
74,1/4,Prawn Tacos (Shrimp),lime juice,(or lemon),cup
75,1,Prawn Tacos (Shrimp),chipotle powder,"(MEDIUM spicy, can reduce to 2 tsp for MILD, Note 1)",tbsp
76,2,Prawn Tacos (Shrimp),coriander/cilantro,finely chopped (sub chives),tbsp
77,2,Prawn Tacos (Shrimp),garlic cloves,minced,
78,1/4,Prawn Tacos (Shrimp),olive oil,,cup
79,1/2,Prawn Tacos (Shrimp),each salt and pepper,,tsp
80,8,Prawn Tacos (Shrimp),green cabbage,finely shredded (about 1/4 head),cups
81,1/2,Prawn Tacos (Shrimp),onion,"very finely chopped (brown, yellow, white)",
82,3/4,Prawn Tacos (Shrimp),plain yogurt,"(like Greek), unsweetened",cup
83,1/4,Prawn Tacos (Shrimp),coriander/cilantro,finely chopped (sub chives),
84,1/4,Prawn Tacos (Shrimp),lime juice,(or lemon),cup
85,1/4,Prawn Tacos (Shrimp),extra virgin olive oil,,cup
86,1/2,Prawn Tacos (Shrimp),each salt and pepper,,tsp
87,3/4,Prawn Tacos (Shrimp),sour cream,(or yogurt),cup
88,2 – 3,Prawn Tacos (Shrimp),sriracha,adjust to taste (Note 2),tbsp
89,1,Prawn Tacos (Shrimp),olive oil,,tbsp
90,12 – 15,Prawn Tacos (Shrimp),small tortillas,"(corn or flour), warmed or charred per packet",
91,,Prawn Tacos (Shrimp),Lime wedges,(highly recommended),
92,,Prawn Tacos (Shrimp),Coriander/cilantro,roughly chopped,
93,1/4,Churros Recipe,caster / superfine sugar,,cup
94,2,Churros Recipe,ground cinnamon,,tsp
95,1,Churros Recipe,"flour, plain / all purpose",(Note 1),cup
96,1,Churros Recipe,baking powder,,tsp
97,,Churros Recipe,of salt,,Pinch
98,1,Churros Recipe,"vegetable, canola or olive oil",(not extra virgin olive oil),tbsp
99,1,Churros Recipe,boiling water,,cup
100,2,Churros Recipe,vegetable or canola oil,for frying,cups+
101,1/2,Churros Recipe,dark chocolate or semi sweet chocolate chips,(Note 2),cup
102,1/2,Churros Recipe,thickened / heavy cream,(heavy cream),cup
103,8,Chicken Enchiladas,tortillas,"flour or corn (about 20cm/8"" wide, Note 1)",
104,1,Chicken Enchiladas,"EACH onion powder, garlic powder, salt",,tsp
105,1,Chicken Enchiladas,"EACH dried cumin powder, paprika, dried oregano",,tbsp
106,1/4,Chicken Enchiladas,black pepper,,tsp
107,3/4,Chicken Enchiladas,cayenne pepper,"(optional, adjust to taste)",tsp
108,2,Chicken Enchiladas,olive oil,,tbsp
109,3,Chicken Enchiladas,flour,plain/all purpose,tbsp
110,2 cups (500ml),Chicken Enchiladas,chicken stock/broth,low sodium,
111,1.5 cups (375ml),Chicken Enchiladas,tomato passata or US puree,(Note 4 sub),
112,600g / 1.2lb,Chicken Enchiladas,chicken breast,sliced in half horizontally (or boneless thigh) (Note 2),
113,2,Chicken Enchiladas,olive oil,separated,tbsp
114,1/2,Chicken Enchiladas,onion,chopped,
115,2,Chicken Enchiladas,garlic cloves,finely minced,
116,1,Chicken Enchiladas,red capsicum/bell pepper,diced,
117,400g / 14oz,Chicken Enchiladas,refried beans,(Note 3),
118,400g/14oz,Chicken Enchiladas,canned corn,drained (sub frozen 1 3/4 cups),
119,1/4 cup (65ml),Chicken Enchiladas,water,,
120,1 cup (100g),Chicken Enchiladas,cheese,"shredded (Mexican cheese blend, Monterey Jack, cheddar)",
121,1.5 cups (150g),Chicken Enchiladas,cheese,shredded,
122,2,Chicken Enchiladas,coriander/cilantro,roughly chopped,tbsp
123,5,Chicken Burrito,tortillas,"flour (approx 20cm/8"" wide)",
124,1,Chicken Burrito,"each onion powder, dried oregano, salt",,tsp
125,2,Chicken Burrito,"each dried cumin powder, paprika",,tsp
126,1/4,Chicken Burrito,black pepper,,tsp
127,3/4,Chicken Burrito,cayenne pepper,"(optional, adjust to taste)",tsp
128,600g / 1.2 lb,Chicken Burrito,chicken breast,sliced in half horizontally (Note 1),
129,2,Chicken Burrito,olive oil,separated,tbsp
130,1/2,Chicken Burrito,onion,chopped,
131,2,Chicken Burrito,garlic cloves,finely minced,
132,1,Chicken Burrito,red capsicum/bell pepper,diced,
133,400g/14oz,Chicken Burrito,refried beans,canned (Note 2),
134,1/4,Chicken Burrito,water,,cup
135,2.5,Chicken Burrito,white rice,"plain (cooked, Note 3)",cups
136,2.5,Chicken Burrito,Mexican Red Rice,(the best for Burritos!),cups
137,400g/14oz,Chicken Burrito,canned corn,drained (or 280g/9oz frozen thawed),
138,1.5 cups (150g),Chicken Burrito,cheese,"shredded (Mexican blend, cheddar, tasty, Montery Jack)",
139,1/4,Chicken Burrito,coriander/cilantro,finely chopped,cup
140,,Chicken Burrito,Avocado sauce,,
141,,Chicken Burrito,Sour cream,,
142,,Chicken Burrito,Salsa,"(restaurant style, smooth)",
143,1.2 lb / 600g ,Fish Tacos,firm white fish fillets,(Note 1),
144,,Fish Tacos,Zest of 1 lime,,
145,3,Fish Tacos,lime juice,,tbsp
146,1,Fish Tacos,chipotle powder,(Note 2),tbsp
147,1,Fish Tacos,canned jalapeno,finely chopped,tbsp
148,1/4,Fish Tacos,cilantro / coriander,finely chopped,cup
149,2,Fish Tacos,garlic cloves,minced,
150,3,Fish Tacos,olive oil,,tbsp
151,,Fish Tacos,Salt and pepper,,
152,4,Fish Tacos,red cabbage,finely shredded,cups
153,3,Fish Tacos,green onion stems,finely sliced on the diagonal,
154,2,Fish Tacos,red wine vinegar,"(or white wine vinegar, cider vinegar)",tbsp
155,1/2,Fish Tacos,salt,,tsp
156,3/4,Fish Tacos,sour cream,(or yogurt),cup
157,2 - 3,Fish Tacos,sriracha,adjust to taste (Note 3),tbsp
158,1,Fish Tacos,olive oil,,tbsp
159,12,Fish Tacos,small tortillas,"(corn or flour), warmed",
160,,Fish Tacos,lime wedges,,
161,,Fish Tacos,coriander/cilantro leaves,,
162,1,Slow Cooker Mexican Chicken Soup,olive oil,,tbsp
163,1,Slow Cooker Mexican Chicken Soup,onion,"diced (brown, white, yellow)",
164,1,Slow Cooker Mexican Chicken Soup,red capsicum/bell pepper,"large, diced",
165,3,Slow Cooker Mexican Chicken Soup,garlic,minced,cloves
166,3 cups (750ml),Slow Cooker Mexican Chicken Soup,chicken broth/stock,low sodium,
167,800g / 28 oz,Slow Cooker Mexican Chicken Soup,"canned black beans, drained","(2 cans, or other beans, Note 1)",
168,800g / 28 oz,Slow Cooker Mexican Chicken Soup,"canned corn, drained","(2 cans, or 500g/1lb frozen or fresh corn)",
169,800g / 28oz,Slow Cooker Mexican Chicken Soup,crushed canned tomato,OR 700g tomato passata (Note 2),
170,500g / 1 lb ,Slow Cooker Mexican Chicken Soup,chicken breast,,
171,1,Slow Cooker Mexican Chicken Soup,dried oregano,,tbsp
172,2,Slow Cooker Mexican Chicken Soup,cumin powder,,tsp
173,2,Slow Cooker Mexican Chicken Soup,paprika powder,,tsp
174,1,Slow Cooker Mexican Chicken Soup,each onion powder and garlic powder,(or 2 tsp of one of them),tsp
175,1,Slow Cooker Mexican Chicken Soup,cayenne pepper,"(optional, adjust spiciness)",tsp
176,1,Slow Cooker Mexican Chicken Soup,each salt + black pepper,,tsp
177,,Slow Cooker Mexican Chicken Soup,Shredded cheese,(recommended),
178,,Slow Cooker Mexican Chicken Soup,Sour cream or yogurt,(recommended),
179,,Slow Cooker Mexican Chicken Soup,Coriander/cilantro,(recommended),
180,,Slow Cooker Mexican Chicken Soup,Lime wedges,(recommended),
181,,Slow Cooker Mexican Chicken Soup,"Avocado, diced",,
182,,Slow Cooker Mexican Chicken Soup,Corn chips or tortillas,for dunking,
183,2,Mexican Ground Beef Casserole with Rice (beef mince!),olive oil,,tbsp
184,1,Mexican Ground Beef Casserole with Rice (beef mince!),onion,finely chopped,
185,3,Mexican Ground Beef Casserole with Rice (beef mince!),garlic cloves,minced,
186,500g (1 lb),Mexican Ground Beef Casserole with Rice (beef mince!),ground beef,"(mince), lean",
187,1/3,Mexican Ground Beef Casserole with Rice (beef mince!),tomato paste,,cup
188,1 1/4,Mexican Ground Beef Casserole with Rice (beef mince!),long grain white rice,uncooked (Note 1),cup
189,2.5 cups (625 ml),Mexican Ground Beef Casserole with Rice (beef mince!),chicken broth/stock,low sodium,
190,400g (14oz),Mexican Ground Beef Casserole with Rice (beef mince!),can corn kernels,drained (Note 2),
191,400g (14oz),Mexican Ground Beef Casserole with Rice (beef mince!),can black beans,drained (or other beans),
192,1,Mexican Ground Beef Casserole with Rice (beef mince!),capsicum/bell pepper,diced,
193,1,Mexican Ground Beef Casserole with Rice (beef mince!),green onions/shallots,,cup
194,2 cups (200g),Mexican Ground Beef Casserole with Rice (beef mince!),cheese,shredded (anything that melts! Note 3),
195,0.5,Mexican Ground Beef Casserole with Rice (beef mince!),cayenne pepper,(Note 4),tsp
196,1.5,Mexican Ground Beef Casserole with Rice (beef mince!),dried oregano,,tbsp
197,3,Mexican Ground Beef Casserole with Rice (beef mince!),cumin,,tsp
198,3,Mexican Ground Beef Casserole with Rice (beef mince!),coriander,,tsp
199,3,Mexican Ground Beef Casserole with Rice (beef mince!),onion powder,,tsp
200,2,Mexican Ground Beef Casserole with Rice (beef mince!),paprika,,tsp
201,1.5,Mexican Ground Beef Casserole with Rice (beef mince!),salt,,tsp
202,1,Beef Enchiladas,each onion & garlic powder,(Note 1),tsp
203,1,Beef Enchiladas,"each cumin powder, paprika and dried oregano",,tbsp
204,1/2 - 1,Beef Enchiladas,cayenne pepper,"(optional, spiciness)",tsp
205,2,Beef Enchiladas,olive oil,,tbsp
206,3,Beef Enchiladas,flour,plain/all purpose,tbsp
207,2 cups (500ml),Beef Enchiladas,chicken stock / broth,low sodium,
208,1 1/2 cups (375 ml),Beef Enchiladas,tomato passata OR US 1 can (8 oz) canned tomato sauce (eg Hunts),(Note 2),
209,1/4,Beef Enchiladas,each salt and pepper,,tsp
210,1,Beef Enchiladas,olive oil,,tbsp
211,2,Beef Enchiladas,garlic cloves,minced,
212,1,Beef Enchiladas,onion,finely chopped (~1 cup),
213,1 lb / 500g ,Beef Enchiladas,ground beef,(mince),
214,400g / 14oz,Beef Enchiladas,refried beans,"(1 can, I use Old El Paso)",
215,400g / 14oz,Beef Enchiladas,"black beans, drained","(1 can, Note 3)",
216,8,Beef Enchiladas,tortillas,(or burrito wraps),
217,1.5 cups (150g),Beef Enchiladas,"grated melting cheese, or more","(I like Monterey Jack, tasty or cheddar cheese)",
218,,Beef Enchiladas,Cilantro/coriander leaves,roughly chopped (optional garnish),
219,5,Mexican Stuffed Peppers,capsicum / peppers,"large about 12cm/4.5"" tall (Note 1)",
220,1,Mexican Stuffed Peppers,olive oil,,tbsp
221,1,Mexican Stuffed Peppers,onion,"chopped (brown, white, yellow)",
222,3,Mexican Stuffed Peppers,garlic cloves,minced,
223,350g (12oz),Mexican Stuffed Peppers,ground beef,"(mince), lean",
224,1/4,Mexican Stuffed Peppers,tomato paste,,cup
225,1 1/4 cups (315 ml),Mexican Stuffed Peppers,chicken broth/stock,low sodium,
226,1/2,Mexican Stuffed Peppers,long or medium grain rice,uncooked (Note 2),cup
227,1,Mexican Stuffed Peppers,corn kernels,(Note 3),cup
228,1,Mexican Stuffed Peppers,green onions,finely sliced (or red onion),cup
229,1 1/2 cups (150g),Mexican Stuffed Peppers,mozzarella,shredded,
230,1/2 cup (125 ml),Mexican Stuffed Peppers,water,,
231,1/2,Mexican Stuffed Peppers,cayenne pepper,,tsp
232,1,Mexican Stuffed Peppers,dried oregano,,tbsp
233,2,Mexican Stuffed Peppers,cumin,,tsp
234,2,Mexican Stuffed Peppers,coriander,,tsp
235,1.5,Mexican Stuffed Peppers,onion powder,,tsp
236,3/4,Mexican Stuffed Peppers,salt,,tsp
237,,Mexican Stuffed Peppers,Guacamole,(Note 5 Quick Guac),
238,,Mexican Stuffed Peppers,Sour Cream,,
239,1,Mexican Stuffed Peppers,fresh coriander/cilantro,finely chopped,tbsp
240,1 1/2,Mexican Shredded Beef (and Tacos),chipotle powder,adjust spiciness to taste (Note 5),tbsp
241,1,Mexican Shredded Beef (and Tacos),paprika,,tbsp
242,1,Mexican Shredded Beef (and Tacos),dried oregano,,tbsp
243,1,Mexican Shredded Beef (and Tacos),All Spice powder,(ground All Spice),tsp
244,1,Mexican Shredded Beef (and Tacos),coriander powder,,tsp
245,2,Mexican Shredded Beef (and Tacos),onion powder or garlic powder,OR 1 tsp of each,tsp
246,1,Mexican Shredded Beef (and Tacos),salt and pepper,each,tsp
247,1 - 2,Mexican Shredded Beef (and Tacos),olive oil,,tbsp
248,3 lb / 1.5kg ,Mexican Shredded Beef (and Tacos),beef chuck or brisket,(or gravy or any other slow cooking beef) cut into 4 pieces,
249,5,Mexican Shredded Beef (and Tacos),"garlic cloves, minced",,
250,1,Mexican Shredded Beef (and Tacos),onion,"diced (yellow, brown or white)",
251,3/4 cup (185 ml),Mexican Shredded Beef (and Tacos),orange juice,,
252,2,Mexican Shredded Beef (and Tacos),lime juice,,tbsp
253,14 oz / 400g ,Mexican Shredded Beef (and Tacos),can crushed tomatoes,,
254,2 cups (500 ml),Mexican Shredded Beef (and Tacos),beef or chicken broth/stock,,
255,1/2 cup (125ml),Mexican Shredded Beef (and Tacos),water,,
256,,Mexican Shredded Beef (and Tacos),Salt and pepper,,
257,250g / 8 oz,Chicken Nachos recipe,tortilla or plain corn chips,(Note 1),
258,,Chicken Nachos recipe,Shredded chicken for nachos,recipe follows,
259,250g / 8 oz (2.5 cups),Chicken Nachos recipe,shredded cheddar or Monterey Jack cheese ,(Note 2),
260,,Chicken Nachos recipe,Quick guacamole,recipe follows,
261,,Chicken Nachos recipe,"Toppings: Sour cream, Coriander / cilantro leaves, Jalapeno",sliced or chopped,
262,700 g / 1.2 lb,Chicken Nachos recipe,chicken thighs or breast,skinless boneless (Note 3),
263,1.5,Chicken Nachos recipe,olive oil,,tbsp
264,2,Chicken Nachos recipe,tomato paste,,tbsp
265,2,Chicken Nachos recipe,sugar,,tsp
266,1 cup (250ml),Chicken Nachos recipe,"chicken broth, separated (liquid stock)",,
267,3,Chicken Nachos recipe,lime juice,(Note 4),tbsp
268,1,Chicken Nachos recipe,olive oil,,tbsp
269,2,Chicken Nachos recipe,garlic cloves,minced,
270,2,Chicken Nachos recipe,"EACH garlic powder, onion powder, dried oregano",,tsp
271,3,Chicken Nachos recipe,"EACH cumin powder, paprika",,tsp
272,1/2,Chicken Nachos recipe,cayenne pepper,(optional),tsp
273,1/2,Chicken Nachos recipe,salt and pepper,each,tsp
274,2,Chicken Nachos recipe,avocados,medium,
275,3,Chicken Nachos recipe,coriander/cilantro,roughly chopped,tbsp
276,2,Chicken Nachos recipe,lime juice,(1 large),tbsp
277,700 g / 1.2 lb,Quick Chicken Tacos (with sauce!),chicken thighs,skinless boneless (or breast),
278,1.5,Quick Chicken Tacos (with sauce!),olive oil,,tbsp
279,2,Quick Chicken Tacos (with sauce!),tomato paste,,tbsp
280,2,Quick Chicken Tacos (with sauce!),sugar,,tsp
281,1 cup (250ml),Quick Chicken Tacos (with sauce!),"chicken broth, separated (liquid stock)",,
282,3,Quick Chicken Tacos (with sauce!),lime juice,(Note 1),tbsp
283,1,Quick Chicken Tacos (with sauce!),olive oil,,tbsp
284,2,Quick Chicken Tacos (with sauce!),garlic cloves,minced,
285,2,Quick Chicken Tacos (with sauce!),"EACH garlic powder, onion powder, dried oregano",,tsp
286,3,Quick Chicken Tacos (with sauce!),"EACH cumin powder, paprika",,tsp
287,1/2,Quick Chicken Tacos (with sauce!),cayenne pepper,"(adjust spiciness to taste, can skip)",tsp
288,1,Quick Chicken Tacos (with sauce!),salt,,tsp
289,1/2,Quick Chicken Tacos (with sauce!),black pepper,,tsp
290,,Quick Chicken Tacos (with sauce!),Taco shells or tortillas,warmed per packet directions,
291,,Quick Chicken Tacos (with sauce!),Diced tomato,"onion, avocado, coriander/cilantro leaves",
292,,Quick Chicken Tacos (with sauce!),Shredded lettuce,,
293,,Quick Chicken Tacos (with sauce!),Shredded cheese,,
294,,Quick Chicken Tacos (with sauce!),Sour cream,,
295,2 kg / 4 lb,Carnitas (Mexican Slow Cooker Pulled Pork),pork shoulder (pork butt),"skinless, boneless (5lb/2.5kg bone in) (Note 1)",
296,2 1/2,Carnitas (Mexican Slow Cooker Pulled Pork),salt,,tsp
297,1,Carnitas (Mexican Slow Cooker Pulled Pork),black pepper,,tsp
298,1,Carnitas (Mexican Slow Cooker Pulled Pork),onion,chopped,
299,1,Carnitas (Mexican Slow Cooker Pulled Pork),jalapeno,"deseeded, chopped",
300,4,Carnitas (Mexican Slow Cooker Pulled Pork),"garlic, minced",,cloves
301,3/4,Carnitas (Mexican Slow Cooker Pulled Pork),juice from orange (2 oranges),,cup
302,1,Carnitas (Mexican Slow Cooker Pulled Pork),dried oregano,,tbsp
303,2,Carnitas (Mexican Slow Cooker Pulled Pork),ground cumin,,tsp
304,1,Carnitas (Mexican Slow Cooker Pulled Pork),olive oil,,tbsp
305,1/4,Restaurant Style Salsa recipe,chopped onion,"(white, brown or yellow)",cup
306,1,Restaurant Style Salsa recipe,jalapeño pepper,"seeds removed, roughly chopped (fresh best, canned ok)",tbsp
307,400g / 14 oz,Restaurant Style Salsa recipe,canned crushed tomato,best quality,
308,4 oz / 120g,Restaurant Style Salsa recipe,canned diced green chiles,(Note 1),
309,1/4,Restaurant Style Salsa recipe,(packed) cilantro/coriander,roughly chopped,cup
310,1/2,Restaurant Style Salsa recipe,lime juice,,tbsp+
311,1,Restaurant Style Salsa recipe,garlic,minced,clove
312,1/2,Restaurant Style Salsa recipe,sugar,,tsp
313,1/2,Restaurant Style Salsa recipe,salt,,tsp
314,1/4,Restaurant Style Salsa recipe,black pepper,,tsp
315,1/4,Restaurant Style Salsa recipe,ground cumin,,teaspoon
316,10 to 12,Baked Beef Tacos,crispy taco shells,"(""stand and stuff) OR soft tortillas of choice (Note 1)",
317,1,Baked Beef Tacos,oil,,tbsp
318,2,Baked Beef Tacos,garlic cloves,minced,
319,1,Baked Beef Tacos,onion,finely chopped,
320,500 g / 1 lb ,Baked Beef Tacos,beef,ground / mince (Note 2),
321,2,Baked Beef Tacos,tomato paste,,tbsp
322,1/4 cup / 65ml,Baked Beef Tacos,water,,
323,1,Baked Beef Tacos,"EACH garlic powder, onion powder, dried oregano",,tsp
324,2,Baked Beef Tacos,"EACH cumin powder, paprika",,tsp
325,1/4,Baked Beef Tacos,cayenne pepper,"(adjust spiciness to taste, can skip)",tsp
326,1,Baked Beef Tacos,salt,,tsp
327,1/4,Baked Beef Tacos,black pepper,,tsp
328,,Baked Beef Tacos,Shredded cheese,(Note 3),
329,,Baked Beef Tacos,Shredded iceberg lettuce,,
330,2,Baked Beef Tacos,tomatoes,chopped,
331,1/2,Baked Beef Tacos,red or white onion,chopped,
332,,Baked Beef Tacos,Sour cream,,
333,,Baked Beef Tacos,Taco sauce,(optional),
334,,Baked Beef Tacos,Other: coriander/cilantro,"jalapeño, hot sauce / chilli sauce, pickled chillies, salsa sauce, pico de gallo",
335,2 cups / 500ml ,Taco Sauce,tomato passata / puree OR 1 can (16 ounce) US tomato sauce,(Note 1),
336,3/4 cup /  185 ml ,Taco Sauce,water,,
337,1,Taco Sauce,cumin,,tbsp
338,2,Taco Sauce,onion powder,,tsp
339,1,Taco Sauce,garlic powder,,tsp
340,1/2,Taco Sauce,paprika,,tsp
341,1,Taco Sauce,sugar,,tsp
342,1/4,Taco Sauce,+ teaspoon cayenne pepper,(adjust heat to taste),
343,1 1/2,Taco Sauce,dried oregano,,tsp
344,1/4,Taco Sauce,black pepper,,tsp
345,1/2,Taco Sauce,salt,,tsp
346,1,Beef Burrito,each onion powder,"dried oregano, salt",tsp
347,2,Beef Burrito,each dried cumin powder,paprika,tsp
348,1/4,Beef Burrito,black pepper,,tsp
349,¼,Beef Burrito,cayenne pepper,or to taste (optional),tsp
350,1/2,Beef Burrito,olive oil,,tbsp
351,2,Beef Burrito,garlic cloves,,
352,½,Beef Burrito,onion,finely chopped,
353,500g / 1 lb,Beef Burrito,"beef mince (ground beef), I use lean",,
354,2,Beef Burrito,tomato paste,,tbsp
355,3,Beef Burrito,water,,tbsp
356,6 - 8,Beef Burrito,large soft flour tortillas or round wraps,(~25cm/10”+) (Note 1),
357,3,Beef Burrito,cooked rice,warm not piping hot (I use white long grain),cups
358,3,Beef Burrito,iceberg lettuce or cabbage,finely sliced (use cabbage if freezing),cups
359,1,Beef Burrito,"corn kernels (I use canned, drained)",,cup
360,1,Beef Burrito,"black beans (I use canned, drained)",,cup
361,3,Beef Burrito,"tomatoes, deseeded and diced",,
362,1/2,Beef Burrito,red onion,finely chopped,
363,,Beef Burrito,Finely chopped coriander / cilantro,(optional),
364,1 1/2 cups / 150g,Beef Burrito,shredded cheese of choice (melting kind),,
365,1,Taco Soup,"EACH garlic powder, onion powder and cayenne pepper",,tsp
366,2,Taco Soup,EACH dried oregano and paprika,,tsp
367,2 1/2,Taco Soup,cumin powder,,tsp
368,3/4,Taco Soup,salt,,tsp
369,1/2,Taco Soup,black pepper,,tsp
370,1,Taco Soup,olive oil,,tbsp
371,2,Taco Soup,garlic cloves,minced,
372,1,Taco Soup,onion,finely chopped (brown or yellow),
373,500 g / 1 lb ,Taco Soup,ground beef,"(mince), lean",
374,400 g/ 14 oz ,Taco Soup,can black beans (1 can),drained and rinsed (Note 2),
375,400g / 14oz ,Taco Soup,can corn kernels (1 can),drained and rinsed,
376,120 g / 4.5 oz ,Taco Soup,canned green chili,(Note 3),
377,800 g / 28 oz ,Taco Soup,canned crushed tomato,,
378,2,Taco Soup,beef broth,,cups
379,,Taco Soup,Shredded cheese,(essential!),
380,,Taco Soup,Sour cream,or yoghurt (essential!),
381,,Taco Soup,Fresh coriander/cilantro leaves or shallots/scallions,finely sliced,
382,,Taco Soup,Corn chips,,
383,,Taco Soup,"Other options: diced avocado, squeeze of lime juice",,
384,1/4 cup / 65 ml,Chicken Fajitas,lime juice,,
385,1/4 cup / 65 ml,Chicken Fajitas,orange juice,(Note 1 for subs),
386,2,Chicken Fajitas,olive oil,,tbsp
387,2,Chicken Fajitas,garlic cloves,minced,
388,1,Chicken Fajitas,cumin powder,,tsp
