,amount,meal,name,notes,unit
40,100g / 3 oz,Pastitsio (Greek beef pasta bake),Kefalotyri Greek cheese (sub Parmesan or Romano),finely shredded (Note 2),
41,2,Pastitsio (Greek beef pasta bake),egg yolks,(egg whites are used in the pasta),
42,400g / 14 oz,Pastitsio (Greek beef pasta bake),Pastitsio No. 2 pasta / Greek bucatini,"(sub small ziti, penne or normal bucatini, Note 3)",
43,120g / 4 oz,Pastitsio (Greek beef pasta bake),feta,crumbled,
44,2,Pastitsio (Greek beef pasta bake),egg whites,(yolks used in Béchamel),
45,75g / 3 oz,Pastitsio (Greek beef pasta bake),Kefalotyri Greek cheese (sub parmesan or Romano),finely grated (Note 2),
46,2 lb / 1 kg ,Greek Chicken Gyros recipe,chicken thigh fillets,boneless skinless,
47,3,Greek Chicken Gyros recipe,large garlic cloves,minced (~ 3 tsp),
48,1,Greek Chicken Gyros recipe,white wine vinegar,(or red wine or apple cider vinegar),tbsp
49,3,Greek Chicken Gyros recipe,lemon juice,,tbsp
50,1,Greek Chicken Gyros recipe,extra virgin olive oil,,tbsp
51,3,Greek Chicken Gyros recipe,Greek yogurt,preferably full fat,tbsp
52,1 1/2,Greek Chicken Gyros recipe,dried oregano,,tbsp
53,1,Greek Chicken Gyros recipe,salt,,tsp
54,,Greek Chicken Gyros recipe,Black pepper,,
55,2,Greek Chicken Gyros recipe,cucumbers,(to make about 1/2 - 3/4 cup grated cucumber after squeezing out juice),
56,1 1/4,Greek Chicken Gyros recipe,Greek yoghurt,preferably full fat,cups
57,1,Greek Chicken Gyros recipe,lemon juice,,tbsp
58,1,Greek Chicken Gyros recipe,extra virgin olive oil,(or more if you want richer),tbsp
59,1,Greek Chicken Gyros recipe,garlic clove,minced,
60,1/4,Greek Chicken Gyros recipe,salt,,tsp
61,,Greek Chicken Gyros recipe,Black pepper,,
62,3,Greek Chicken Gyros recipe,tomatoes,desseeded and diced,
63,3,Greek Chicken Gyros recipe,cucumbers,diced,
64,1/2,Greek Chicken Gyros recipe,red spanish onion,peeled and finely chopped,
65,1/4,Greek Chicken Gyros recipe,fresh parsley leaves,(optional),cup
66,,Greek Chicken Gyros recipe,Salt and pepper,,
67,4,Greek Chicken Gyros recipe,to 6 pita breads or flat breads,,
68,1 kg / 2 lb,Moussaka (Greek Beef and Eggplant Lasagna),eggplant (aubergines),"0.75cm / 0.3"" thick slices",
69,1,Moussaka (Greek Beef and Eggplant Lasagna),salt,,tsp
70,2 - 3,Moussaka (Greek Beef and Eggplant Lasagna),olive oil,,tbsp
71,1,Moussaka (Greek Beef and Eggplant Lasagna),olive oil,,tbsp
72,1,Moussaka (Greek Beef and Eggplant Lasagna),onion,"diced (brown, white, yellow)",
73,3,Moussaka (Greek Beef and Eggplant Lasagna),garlic cloves,minced,
74,1.4 lb / 700 g,Moussaka (Greek Beef and Eggplant Lasagna),ground beef or lamb (mince),(Note 1),
75,1/2,Moussaka (Greek Beef and Eggplant Lasagna),red wine,dry (optional),cup
76,14 oz /400g ,Moussaka (Greek Beef and Eggplant Lasagna),crushed tomatoes,,
77,3,Moussaka (Greek Beef and Eggplant Lasagna),tomato paste,,tbsp
78,1,Moussaka (Greek Beef and Eggplant Lasagna),beef broth/stock,(Note 2),cup
79,1,Moussaka (Greek Beef and Eggplant Lasagna),beef bouillon cube,crumbled (or 1 tsp powder),
80,2,Moussaka (Greek Beef and Eggplant Lasagna),bay leaves,,
81,1.5,Moussaka (Greek Beef and Eggplant Lasagna),sugar (any),,tsp
82,2,Moussaka (Greek Beef and Eggplant Lasagna),dried oregano,,tsp
83,1/2,Moussaka (Greek Beef and Eggplant Lasagna),cinnamon,"(or 1 stick, use whole)",tsp
84,3/4,Moussaka (Greek Beef and Eggplant Lasagna),salt,,tsp
85,4 tbsp (60g),Moussaka (Greek Beef and Eggplant Lasagna),butter,,
86,5,Moussaka (Greek Beef and Eggplant Lasagna),plain flour,,tbsp
87,2 1/2,Moussaka (Greek Beef and Eggplant Lasagna),milk,(any fat %),cups
88,1/4,Moussaka (Greek Beef and Eggplant Lasagna),"nutmeg, freshly grated (optional)",,tsp
89,1/2,Moussaka (Greek Beef and Eggplant Lasagna),"parmesan cheese, grated",(or Kefalotiri Cheese) (Note 3),cup
90,1,Moussaka (Greek Beef and Eggplant Lasagna),egg,,
91,1,Moussaka (Greek Beef and Eggplant Lasagna),egg yolk,,
92,1 1/4,Moussaka (Greek Beef and Eggplant Lasagna),"Vegeta, vegetable or chicken stock powder",(or salt) (Note 4),tsp
93,1/4,Moussaka (Greek Beef and Eggplant Lasagna),pepper,,tsp
94,1/3,Moussaka (Greek Beef and Eggplant Lasagna),panko breadcrumbs,(Note 5),cup
95,2 kg / 4 lb ,Slow Cooker Roast Chicken,whole chicken,patted dry (Note 1),
96,1,Slow Cooker Roast Chicken,dried thyme,,tsp
97,1/2,Slow Cooker Roast Chicken,dried parsley,,tsp
98,1/2,Slow Cooker Roast Chicken,dried oregano,,tsp
99,3/4,Slow Cooker Roast Chicken,salt,,tsp
100, 1/2,Slow Cooker Roast Chicken,black pepper,,tsp
101,2.5,Slow Cooker Roast Chicken,olive oil,"(or melted butter), plus extra for drizzling",tbsp
102,3,Slow Cooker Roast Chicken,garlic cloves,minced,
103,1,Slow Cooker Roast Chicken,large lemon,all zest + all juice,
104,1,Slow Cooker Roast Chicken,cornflour/cornstarch mixed with 1 tbsp water,,tbsp
105,1,Slow Cooker Roast Chicken,extra lemon,just in case,
106,1.2 kg / 2.5lb ,Greek Lemon Potatoes,potatoes,"(Aus: Desiree, US: Yukon Gold, UK: Maris Piper) (Note 1)",
107,1 1/2,Greek Lemon Potatoes,chicken stock/broth,low sodium (Note 2),cups
108,1/2 ,Greek Lemon Potatoes,olive oil,,cup
109,1/3,Greek Lemon Potatoes,lemon juice,,cup
110,5,Greek Lemon Potatoes,garlic cloves,finely grated using microplane (Note 3),
111,1,Greek Lemon Potatoes,dried oregano,,tbsp
112,2,Greek Lemon Potatoes,salt,(Note 4),tsp
113,,Greek Lemon Potatoes,"Lemon wedges, fresh oregano leaves",,
114,40,Baklava,sheets filo/phyllo pastry,"(2 x 375g or 1 x 1lb pack, Note 1 for pack sizes)",
115,500g / 1 lb ,Baklava,walnuts,(other nuts Note 2),
116,285 g / 10 oz ,Baklava,unsalted butter,melted and slightly cooled,
117,1,Baklava,cinnamon powder,,tsp
118,1 cup / 200g,Baklava,white sugar,,
119,2,Baklava,lemon juice,,tbsp
120,3/4 cup / 185 ml ,Baklava,water,,
121,1/2 cup / 170 g,Baklava,honey,,
122,1.25 kg / 2.5 lb ,Greek Chicken,drumsticks and chicken thighs,bone in skin on (Note 1),
123,6,Greek Chicken,garlic cloves,minced (~ 2 tbsp),
124,2,Greek Chicken,white wine vinegar,(or red wine or apple cider vinegar),tbsp
125,1/2 cup / 125 ml,Greek Chicken,lemon juice,,
126,2,Greek Chicken,extra virgin olive oil,,tbsp
127,3/4,Greek Chicken,Greek yogurt,(I use Farmers Union),cup
128,1 1/2,Greek Chicken,dried oregano,,tbsp
129,1,Greek Chicken,salt,,tsp
130,1/2,Greek Chicken,black pepper,,tsp
131,,Greek Chicken,Plain Greek yogurt or Tzatziki,,
132,,Greek Chicken,Fresh oregano leaves,(optional),
133,,Lemon Garlic Marinated Grilled Pork Chops,,,
134,,Lemon Garlic Marinated Grilled Pork Chops,,,
135,,Lemon Garlic Marinated Grilled Pork Chops,,,
136,,Lemon Garlic Marinated Grilled Pork Chops,,,
137,,Lemon Garlic Marinated Grilled Pork Chops,,,
138,3,Lemon Garlic Marinated Grilled Pork Chops,garlic cloves,minced,
139,1,Lemon Garlic Marinated Grilled Pork Chops,dried oregano,"(or other herbs, Note 1)",tbsp
140,,Lemon Garlic Marinated Grilled Pork Chops,Zest of 1 lemon,,
141,1/3 cup (85 ml),Lemon Garlic Marinated Grilled Pork Chops,lemon juice,(1 large or 2 medium lemons),
142,1/4 cup (65 ml),Lemon Garlic Marinated Grilled Pork Chops,olive oil,,
143,3/4,Lemon Garlic Marinated Grilled Pork Chops,salt,,tsp
144,1/4,Lemon Garlic Marinated Grilled Pork Chops,black pepper,,tsp
145,4,Lemon Garlic Marinated Grilled Pork Chops,pork chops bone in,"2cm / 4/5"" thick about 280g/9 oz each (Note 2)",
146,,Lemon Garlic Marinated Grilled Pork Chops,Oil,for cooking,
147,1,Greek Meatballs (Keftedes),"red onion, grated",,
148,500g / 1 lb,Greek Meatballs (Keftedes),beef mince (ground beef) (or lamb!),,
149,200g / 6.5oz,Greek Meatballs (Keftedes),"pork mince (ground pork), or more beef",,
150,2,Greek Meatballs (Keftedes),"garlic cloves, minced",,
151,1 cup / 60g,Greek Meatballs (Keftedes),panko breadcrumbs (or use normal),,
152,1,Greek Meatballs (Keftedes),egg,,
153,1/4,Greek Meatballs (Keftedes),"fresh parsley, finely chopped",,cup
154,6,Greek Meatballs (Keftedes),"large mint leaves, finely chopped (spearmint if you can, it's authentic)",,
155,1/2,Greek Meatballs (Keftedes),dried oregano,,tsp
156,1,Greek Meatballs (Keftedes),extra virgin olive oil,,tbsp
157,3/4,Greek Meatballs (Keftedes),salt,,tsp
158,,Greek Meatballs (Keftedes),Black pepper,,
159,1/2,Greek Meatballs (Keftedes),flour,any white,cup
160,3,Greek Meatballs (Keftedes),olive oil,,tbsp
161,,Greek Meatballs (Keftedes),Finely chopped parsley,"optional, for garnish",
162,,Greek Meatballs (Keftedes),Tzatziki (Note 5) or Greek yoghurt,,
163,1 cup / 200 g ,Greek Lemon Orzo Salad (Risoni),risoni / orzo pasta,,
164,350 g / 12 oz ,Greek Lemon Orzo Salad (Risoni),cherry tomatoes,halved (or 2 large tomatoes),
165,2,Greek Lemon Orzo Salad (Risoni),Lebanese / Persian cucumbers,diced,
166,150 g / 5 oz ,Greek Lemon Orzo Salad (Risoni),firm feta,"cut into 1/2cm/ 1/2"" cubes",
167,1/4 - 1/2,Greek Lemon Orzo Salad (Risoni),red onion,cut into wedges and sliced thinly,
168,1,Greek Lemon Orzo Salad (Risoni),green capsicum/bell pepper,"cut into 3 cm / 2.25"" strips (Note 1)",
169,150 g / 5 oz ,Greek Lemon Orzo Salad (Risoni),whole black olives,seed in (adjust qty to taste),
170,1 1/2,Greek Lemon Orzo Salad (Risoni),dried oregano,,tsp
171,2,Greek Lemon Orzo Salad (Risoni),lemon zest,,tsp
172,3,Greek Lemon Orzo Salad (Risoni),lemon juice,,tbsp
173,5,Greek Lemon Orzo Salad (Risoni),olive oil,,tbsp
174,1,Greek Lemon Orzo Salad (Risoni),Dijon mustard,(or other mild mustard),tsp
175,1,Greek Lemon Orzo Salad (Risoni),garlic clove,minced,
176,1,Greek Lemon Orzo Salad (Risoni),sugar,,tsp
177,1/2,Greek Lemon Orzo Salad (Risoni),salt,,tsp
178,,Greek Lemon Orzo Salad (Risoni),Black pepper,,
179,1.5 lb / 750 g ,Chicken Souvlaki with Tzatziki,chicken thigh fillets,"(or breast), cut into 1""/2.5cm pieces",
180,2,Chicken Souvlaki with Tzatziki,olive oil,,tbsp
181,1/4,Chicken Souvlaki with Tzatziki,lemon juice,,cup
182,3,Chicken Souvlaki with Tzatziki,garlic cloves,minced,
183,2,Chicken Souvlaki with Tzatziki,dried oregano,,tbsp
184,1/2 - 3/4,Chicken Souvlaki with Tzatziki,salt,,tsp
185,,Chicken Souvlaki with Tzatziki,Black pepper,,
186,1,Chicken Souvlaki with Tzatziki,olive oil,,tbsp
187,,Chicken Souvlaki with Tzatziki,Flatbreads / wraps / pita bread,,
188,,Chicken Souvlaki with Tzatziki,Lettuce,,
189,,Chicken Souvlaki with Tzatziki,Tomato slices,,
190,2,Chicken Souvlaki with Tzatziki,Lebanese cucumbers,(to make about ½ cup grated cucumber after squeezing out juice),
191,1 1/4 cups / 300 g ,Chicken Souvlaki with Tzatziki,plain Greek yoghurt,,
192,2,Chicken Souvlaki with Tzatziki,white wine vinegar,(or red wine or apple cider vinegar),tsp
193,1,Chicken Souvlaki with Tzatziki,lemon juice,,tbsp
194,1/2,Chicken Souvlaki with Tzatziki,garlic clove,minced,
195,1,Chicken Souvlaki with Tzatziki,extra virgin olive oil,(or more if you want richer),tbsp
196,1/2,Chicken Souvlaki with Tzatziki,salt,,tsp
197,,Chicken Souvlaki with Tzatziki,Black pepper,,
198,3,Greek Salad,tomatoes,(size of a tennis ball),
199,4,Greek Salad,Lebanese / Persian cucumbers,"(about 8""/20cm long)",
200,1/2,Greek Salad,small red onion,(size of a tennis ball),
201,1,Greek Salad,small green capsicum / bell pepper,,
202, 8 oz / 250 g,Greek Salad,feta block,,
203,5.5 oz / 125g ,Greek Salad,black kalamata olives,(Note 2),
204,1,Greek Salad,dried oregano,,tsp
205,1,Greek Salad,garlic clove,minced (about 1/2 tsp minced garlic),
206,1,Greek Salad,dried oregano,,tsp
207,1/4,Greek Salad,salt,(or 1/2 tsp Kosher salt),tsp
208,,Greek Salad,Freshly ground black pepper,,
209,3,Greek Salad,red wine vinegar,,tbsp
210,6,Greek Salad,extra virgin olive oil,(preferably Greek!),tbsp
211,12,Greek Slow Roasted Leg of Lamb,"of garlic, peeled",,cloves
212,7 lb / 3.5 kg,Greek Slow Roasted Leg of Lamb,leg of lamb (Note 1),,
213,,Greek Slow Roasted Leg of Lamb,Salt and pepper,,
214,3,Greek Slow Roasted Leg of Lamb,paprika powder,,tsp
215,3,Greek Slow Roasted Leg of Lamb,garlic powder (or sub with onion powder),,tsp
216,2,Greek Slow Roasted Leg of Lamb,olive oil,,tbsp
217,2,Greek Slow Roasted Leg of Lamb,"large onions, quartered (white, brown, yellow, red)",,
218,10,Greek Slow Roasted Leg of Lamb,sprigs of thyme,,
219,3,Greek Slow Roasted Leg of Lamb,sprigs rosemary,,
220,3,Greek Slow Roasted Leg of Lamb,dried oregano,,tsp
221,3,Greek Slow Roasted Leg of Lamb,dried bayleaves (or 5 fresh),,
222,1/2 cup / 125 ml,Greek Slow Roasted Leg of Lamb,"lemon juice (2 - 3 lemons), plus more to taste",,
223,1 1/2 cups / 375 ml,Greek Slow Roasted Leg of Lamb,"white wine (or sub with chicken broth/stock, low salt)",,
224,2 cups / 500 ml,Greek Slow Roasted Leg of Lamb,chicken broth (liquid chicken stock),,
225,1 lb / 500g ,One Pot Baked Greek Chicken Orzo (Risoni),chicken thighs,"boneless skinless (or breast), cut into2cm / 4/5"" pieces",
226,2,One Pot Baked Greek Chicken Orzo (Risoni),garlic cloves,minced,
227,1,One Pot Baked Greek Chicken Orzo (Risoni),dried oregano,,tbsp
228,1,One Pot Baked Greek Chicken Orzo (Risoni),lemon - zest of the whole lemon and juice of HALF the lemon,,
229,1,One Pot Baked Greek Chicken Orzo (Risoni),olive oil,,tbsp
230,,One Pot Baked Greek Chicken Orzo (Risoni),Salt and pepper,,
231,2,One Pot Baked Greek Chicken Orzo (Risoni),olive oil,,tbsp
232,2,One Pot Baked Greek Chicken Orzo (Risoni),garlic cloves,minced,
233,1,One Pot Baked Greek Chicken Orzo (Risoni),small onion,diced,
234,2,One Pot Baked Greek Chicken Orzo (Risoni),zucchinis,diced,
235,1,One Pot Baked Greek Chicken Orzo (Risoni),red bell pepper/capsicum,sliced,
236,1,One Pot Baked Greek Chicken Orzo (Risoni),dried oregano,,tbsp
237,2 1/2,One Pot Baked Greek Chicken Orzo (Risoni),chicken broth,,cups
238,14 oz / 400g ,One Pot Baked Greek Chicken Orzo (Risoni),canned crushed tomatoes,,
239,2,One Pot Baked Greek Chicken Orzo (Risoni),tomato paste,,tbsp
240,1,One Pot Baked Greek Chicken Orzo (Risoni),orzo/risoni,,cup
241,1,One Pot Baked Greek Chicken Orzo (Risoni),punnet cherry tomatoes,,
242,,One Pot Baked Greek Chicken Orzo (Risoni),Salt and pepper,,
243,,One Pot Baked Greek Chicken Orzo (Risoni),Crumbled feta cheese,,
244,,One Pot Baked Greek Chicken Orzo (Risoni),Fresh oregano leaves,,
245,1 lb / 500 g ,Greek Zucchini Tots (Mini Fritters),zucchinis,,
246,1/4,Greek Zucchini Tots (Mini Fritters),salt,,tsp
247,3/4,Greek Zucchini Tots (Mini Fritters),scallions/shallots,finely sliced (white and pale green parts only),cup
248,2,Greek Zucchini Tots (Mini Fritters),"garlic cloves, minced",,
249,1,Greek Zucchini Tots (Mini Fritters),panko breadcrumbs,,cup
250,2,Greek Zucchini Tots (Mini Fritters),eggs,lightly beaten,
251,150 g / 5 oz ,Greek Zucchini Tots (Mini Fritters),feta cheese,crumbled,
252,1/2,Greek Zucchini Tots (Mini Fritters),parmesan cheese,(or shredded cheddar or tasty cheese),cup
253,1,Greek Zucchini Tots (Mini Fritters),dried oregano,,tbsp
254,1/2,Greek Zucchini Tots (Mini Fritters),plain flour,,cup
255,,Greek Zucchini Tots (Mini Fritters),Oil spray,,
256,1,Greek Zucchini Tots (Mini Fritters),plain Greek yoghurt,,cup
257,1/2,Greek Zucchini Tots (Mini Fritters),lemon juice,,tbsp
258,1/2,Greek Zucchini Tots (Mini Fritters),extra virgin olive oil,(or more),tbsp
259,2,Greek Zucchini Tots (Mini Fritters),fresh mint,finely chopped,tsp
260,,Greek Zucchini Tots (Mini Fritters),Salt and pepper,,
261,5,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"chicken thighs, skin on, bone in",(about 1 kg / 2 lb) (Note 1),
262,1 - 2,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"lemons, use the zest + 4 tbsp lemon juice",(Note 7),
263,1,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,dried oregano,,tbsp
264,4,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"garlic cloves, minced",,
265,1/2,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,salt,,tsp
266,1 1/2,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"olive oil, separated",,tbsp
267,1,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"small onion, finely diced",,
268,1 cup (180g),One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,long grain rice,uncooked (Note 6),
269,1 1/2 cups (375 ml),One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,chicken broth / stock,,
270,3/4 cup (185 ml),One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,water,,
271,1,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,dried oregano,,tbsp
272,3/4,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,salt,,tsp
273,,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,Black pepper,,
274,,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,Finely chopped parsley or oregano (optional),,
275,,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,Fresh lemon zest (highly recommended),,
276,600 g / 20 oz ,Greek Lamb and Salad Dinner,lamb steaks,(4 pieces in total),
277,2,Greek Lamb and Salad Dinner,large cucumbers,,
278,4,Greek Lamb and Salad Dinner,medium tomatoes,,
279,1,Greek Lamb and Salad Dinner,red onion,(spanish onion),
280,1/2,Greek Lamb and Salad Dinner,(combined) parsley and mint leaves,,cup
281,1/2,Greek Lamb and Salad Dinner,small garlic clove,,
282,1/4,Greek Lamb and Salad Dinner,crumbled feta cheese,,cup
283,16,Greek Lamb and Salad Dinner,olives,(black or green),
284,2,Greek Lamb and Salad Dinner,dried oregano,,tsp
285,8,Greek Lamb and Salad Dinner,sourdough bread,,slices
286,,Greek Lamb and Salad Dinner,Salt and pepper,,
287,1/2,Greek Lamb and Salad Dinner,extra virgin olive oil,,cup
288,1/4,Greek Lamb and Salad Dinner,lemon juice,,cup
289,2,Greek Lamb and Salad Dinner,honey,,tsp
290,1/2,Greek Lamb and Salad Dinner,garlic clove,minced,
291,1,Greek Lamb and Salad Dinner,salt,,tsp
292,,Greek Lamb and Salad Dinner,Black pepper,,
