meal,servings,name,amount,unit,notes
Roasted Pumpkin with Yogurt Sauce and Pine Nuts,4,extra virgin olive oil,1,tbsp,
Roasted Pumpkin with Yogurt Sauce and Pine Nuts,4,each salt and pepper,1/4,tsp,
Roasted Pumpkin with Yogurt Sauce and Pine Nuts,4,pine nuts,2,tbsp,(or other nuts of choice)
Roasted Pumpkin with Yogurt Sauce and Pine Nuts,4,fresh coriander/cilantro leaves,2,tbsp,roughly chopped (or parsley)
Roasted Pumpkin with Yogurt Sauce and Pine Nuts,4,sumac,1/8,tsp,"(paprika or other theme appropriate spice, Note 2)"
Doner Kebab Meat - beef or lamb,8,lamb or beef mince (ground meat),1 kg / 2 lb,,preferably 15% fat (Note 1)
Doner Kebab Meat - beef or lamb,8,streaky bacon,200g / 7oz,,roughly diced (Note 2)
Doner Kebab Meat - beef or lamb,8,onion,1,,"diced (brown, yellow, white)"
Doner Kebab Meat - beef or lamb,8,garlic,2,clove,roughly chopped
Doner Kebab Meat - beef or lamb,8,vegetable oil,1,tbsp,or olive oil (for frying)
Doner Kebab Meat - beef or lamb,8,dried oregano,1,tsp,
Doner Kebab Meat - beef or lamb,8,ground cumin,2,tsp,
Doner Kebab Meat - beef or lamb,8,ground coriander,2,tsp,
Doner Kebab Meat - beef or lamb,8,cinnamon,1/2,tsp,
Doner Kebab Meat - beef or lamb,8,salt,3,tsp,kosher/cooking salt (Note 3)
Doner Kebab Meat - beef or lamb,8,black pepper,1,tsp,
Doner Kebab Meat - beef or lamb,8,flatbreads,8,,(Lebanese bread authentic!)
Doner Kebab Meat - beef or lamb,8,iceberg lettuce,1,,finely shredded
Doner Kebab Meat - beef or lamb,8,tomatoes,6,,halved and sliced
Doner Kebab Meat - beef or lamb,8,red onions,2,,finely sliced
Doner Kebab Meat - beef or lamb,8,Hummus,,,
Doner Kebab Meat - beef or lamb,8,Yogurt sauce,,,optional (recipe Note 8)
Doner Kebab Meat - beef or lamb,8,"More Sauce options: chilli sauce/Sriracha (I use this), BBQ, sweet chilli, tomato sauce/ketchup",,,
Doner Kebab Meat - beef or lamb,8,"Extra options: tabbouleh, shredded cheese",,,
Lamb Koftas with Yoghurt Dressing,8,lamb mince,1 lb / 500 g ,,(ground lamb)
Lamb Koftas with Yoghurt Dressing,8,onion,1/2,,grated
Lamb Koftas with Yoghurt Dressing,8,breadcrumbs,1/4,cup,preferably panko
Lamb Koftas with Yoghurt Dressing,8,garlic,2,cloves,crushed
Lamb Koftas with Yoghurt Dressing,8,chopped fresh coriander,2,tbsp,
Lamb Koftas with Yoghurt Dressing,8,cumin,2,tsp,
Lamb Koftas with Yoghurt Dressing,8,coriander,2,tsp,
Lamb Koftas with Yoghurt Dressing,8,paprika,2,tsp,
Lamb Koftas with Yoghurt Dressing,8,ground cinnamon,1.5,tsp,
Lamb Koftas with Yoghurt Dressing,8,cayenne pepper,1,tsp,"(this is a bit spicy, reduce to taste or leave out)"
Lamb Koftas with Yoghurt Dressing,8,salt,1 1/2,tsp,
Lamb Koftas with Yoghurt Dressing,8,black pepper,1/2,,
Lamb Koftas with Yoghurt Dressing,8,yogurt,1,cup,Greek or other thick plain
Lamb Koftas with Yoghurt Dressing,8,extra virgin olive oil,1,tbsp,
Lamb Koftas with Yoghurt Dressing,8,garlic,1,clove,crushed
Lamb Koftas with Yoghurt Dressing,8,cumin,1,tsp,
Lamb Koftas with Yoghurt Dressing,8,lemon juice,1,tbsp,
Lamb Koftas with Yoghurt Dressing,8,salt and pepper,1/4,tsp,each
Lamb Koftas with Yoghurt Dressing,8,skewers,8,,(Note 1)
Lamb Koftas with Yoghurt Dressing,8,flatbreads (small),8,,"or 4 large, warmed (homemade or bought, Note 2)"
Lamb Koftas with Yoghurt Dressing,8,"Shredded Red Cabbage, Carrot and Mint Salad",,,(Note 3)
Lamb Koftas with Yoghurt Dressing,8,"OR shredded lettuce, tomato and onion slices",,,(Note 3)
Baklava,24,sheets filo/phyllo pastry,40,,"(2 x 375g or 1 x 1lb pack, Note 1 for pack sizes)"
Baklava,24,walnuts,500g / 1 lb ,,(other nuts Note 2)
Baklava,24,unsalted butter,285 g / 10 oz ,,melted and slightly cooled
Baklava,24,cinnamon powder,1,tsp,
Baklava,24,white sugar,1 cup / 200g,,
Baklava,24,lemon juice,2,tbsp,
Baklava,24,water,3/4 cup / 185 ml ,,
Baklava,24,honey,1/2 cup / 170 g,,
Falafel Recipe,20,dried chick peas,225 g / 8 oz ,,(Note 1)
Falafel Recipe,20,parsley leaves,1,cup,roughly chopped
Falafel Recipe,20,coriander/cilantro leaves,1,cup,roughly chopped
Falafel Recipe,20,scallions/shallots,6,,white and light green part only finely chopped (Note 2)
Falafel Recipe,20,of garlic,2,cloves,minced
Falafel Recipe,20,cumin,1,tsp,
Falafel Recipe,20,coriander,1/2,tsp,
Falafel Recipe,20,salt,1 1/2,tsp,
Falafel Recipe,20,baking powder,1/2,tsp,(Note 3)
Falafel Recipe,20,flour ,4,tsp,(plain/all purpose) OR chickpea flour
Falafel Recipe,20,water,5,tbsp,
Falafel Recipe,20,vegetable oil,500 ml / 2 cups+ ,,(Note 4)
Falafel Recipe,20,tahini,4,tbsp,
Falafel Recipe,20,lemon juice,2,tbsp,
Falafel Recipe,20,water,4,tbsp,
Falafel Recipe,20,salt,1/4,tsp,(adjust to taste)
Falafel Recipe,20,Pita bread or other flatbreads,,,
Falafel Recipe,20,Tabbouleh,,,(recipe below)
Falafel Recipe,20,Hummus,,,(optional extra)
Falafel Recipe,20,"Shredded lettuce, tomato slices, sliced red or white onion",,,
Shakshuka (Middle Eastern Baked Eggs),2,olive oil,2,tbsp,
Shakshuka (Middle Eastern Baked Eggs),2,small red onion,1,,"peeled, halved and sliced"
Shakshuka (Middle Eastern Baked Eggs),2,garlic clove,1,,minced
Shakshuka (Middle Eastern Baked Eggs),2,small red capsicum (bell pepper),1,,halved lengthways and sliced into 0.5cm/1/4” strips
Shakshuka (Middle Eastern Baked Eggs),2,tomato,1,,diced
Shakshuka (Middle Eastern Baked Eggs),2,can crushed tomatoes,400 g / 14 oz ,,
Shakshuka (Middle Eastern Baked Eggs),2,tomato paste,1,tbsp,
Shakshuka (Middle Eastern Baked Eggs),2,chicken or vegetable broth (or water),1/2 cup / 125 ml,,
Shakshuka (Middle Eastern Baked Eggs),2,EACH paprika and cumin,1,tsp,
Shakshuka (Middle Eastern Baked Eggs),2,EACH black pepper and cayenne pepper ,1/4,tsp,"(or other hot spice, adjust to taste)"
Shakshuka (Middle Eastern Baked Eggs),2,salt,1/2,tsp,
Shakshuka (Middle Eastern Baked Eggs),2,eggs (up to 6 eggs ok),4 eggs,,
Shakshuka (Middle Eastern Baked Eggs),2,fresh parsley or coriander / cilantro ,2,tbsp,roughly chopped
Shakshuka (Middle Eastern Baked Eggs),2,"Pita or crusty bread, to serve",,,
Middle Eastern Chickpea Salad,4,"can chickpeas, drained but still wet (Note 1)",400g / 14 oz,,
Middle Eastern Chickpea Salad,4,olive oil,2,tbsp,
Middle Eastern Chickpea Salad,4,ground cumin,1,tsp,
Middle Eastern Chickpea Salad,4,All Spice,1 1/2,tsp,
Middle Eastern Chickpea Salad,4,ground cardamon,1,tsp,
Middle Eastern Chickpea Salad,4,salt,1/4,tsp,
Middle Eastern Chickpea Salad,4,cucumbers,2,,diced
Middle Eastern Chickpea Salad,4,tomatoes,2,,"(or 3 medium tomatoes), diced"
Middle Eastern Chickpea Salad,4,red onion (small),1,,diced
Middle Eastern Chickpea Salad,4,coriander leaves,1/4 cup,,roughly chopped
Middle Eastern Chickpea Salad,4,parsley,1/4 cup,,roughly chopped
Middle Eastern Chickpea Salad,4,sherry vinegar,1 1/2,tbsp,(Note 2)
Middle Eastern Chickpea Salad,4,Zest of half a lemon,,,
Middle Eastern Chickpea Salad,4,lemon juice,2,tbsp,
Middle Eastern Chickpea Salad,4,extra virgin olive oil,1/4,cup,
Middle Eastern Chickpea Salad,4,caster sugar,1,tsp,
Middle Eastern Chickpea Salad,4,"garlic clove, smashed",1,,(Note 3)
Middle Eastern Chickpea Salad,4,Salt and pepper,,,
Slow Cooked Lamb Shawarma,6,lamb shoulder (bone in) or 1.7 kg / 3.5 lb butterflied lamb leg (Note 1),2kg / 4 lb,,
Slow Cooked Lamb Shawarma,6,garlic cloves,3,,minced
Slow Cooked Lamb Shawarma,6,ground coriander,1,tbsp,
Slow Cooked Lamb Shawarma,6,ground cumin,1,tbsp,
Slow Cooked Lamb Shawarma,6,ground cardamon,1,tbsp,
Slow Cooked Lamb Shawarma,6,cayenne pepper,1,tsp,(1/2 tsp = not spicy)
Slow Cooked Lamb Shawarma,6,smoked paprika,2,tsp,(ordinary also ok)
Slow Cooked Lamb Shawarma,6,salt,1 1/2,tsp,
Slow Cooked Lamb Shawarma,6,black pepper,1/2,tsp,
Slow Cooked Lamb Shawarma,6,extra virgin olive oil,1/4 cup / 65 ml ,,
Slow Cooked Lamb Shawarma,6,lemon juice,2 - 3 tbsp / 40 - 60 ml ,,
Slow Cooked Lamb Shawarma,6,water,2 cups / 500 ml,,
Lamb Shawarma Chickpea Soup,4,"EACH cumin powder, coriander, paprika",2,tsp,
Lamb Shawarma Chickpea Soup,4,cardamon powder,1,tsp,(can omit if you don’t have)
Lamb Shawarma Chickpea Soup,4,cinnamon powder,¼,tsp,
Lamb Shawarma Chickpea Soup,4,cayenne pepper,½,tsp,(adjust to taste)
Lamb Shawarma Chickpea Soup,4,black pepper,1/2,tsp,
Lamb Shawarma Chickpea Soup,4,salt,1,tsp,
Lamb Shawarma Chickpea Soup,4,olive oil,2,tbsp,
Lamb Shawarma Chickpea Soup,4,garlic cloves,2,,minced
Lamb Shawarma Chickpea Soup,4,onion,1,,finely chopped
Lamb Shawarma Chickpea Soup,4,lamb mince,500 g / 1 lb ,,"(ground lamb, or beef) (Note 1)"
Lamb Shawarma Chickpea Soup,4,tomato paste,2,tbsp,
Lamb Shawarma Chickpea Soup,4,carrots,2,,peeled and chopped (about size of chickpeas)
Lamb Shawarma Chickpea Soup,4, canned chickpeas,600 g / 21 oz,,"drained and rinsed (1.5 standard cans, Note 2)"
Lamb Shawarma Chickpea Soup,4,can crushed tomato,400 g / 14 oz ,,
Lamb Shawarma Chickpea Soup,4,chicken broth / stock,3 cups / 750 ml ,,
Lamb Shawarma Chickpea Soup,4,bunch spinach,1,,roughly chopped (about 4 packed cups) (wilts a lot)
Lamb Shawarma Chickpea Soup,4,Plain yoghurt,,,(or sour cream)
Lamb Shawarma Chickpea Soup,4,Chopped fresh coriander / cilantro,,,
Hummus,6,canned chickpeas (1 can),400g /  14 oz ,,drained (reserve liquid and a few chickpeas for garnish) (Dried Chickpeas - Note 1)
Hummus,6,liquid from the canned chickpeas,1/4,cup,
Hummus,6,medium garlic clove,1,,minced
Hummus,6,fresh lemon juice,1/4,cup,
Hummus,6,"tahini, hulled ",1/2,cup,"(sesame paste), mixed well before using (Note 2)"
Hummus,6,extra virgin olive oil,1/3,cup,
Hummus,6,Salt and pepper,,,
Hummus,6,"Pinch of paprika, more olive oil and reserved chickpeas",,,
Moroccan Lamb Meatballs,4,lamb mince (ground lamb),1 lb / 500 g ,,(Note 1)
Moroccan Lamb Meatballs,4,"small onion, grated (~1/2 cup, including juices)",1,,
Moroccan Lamb Meatballs,4,"breadcrumbs, I use panko",1/2,cup,
Moroccan Lamb Meatballs,4,egg,1,,
Moroccan Lamb Meatballs,4,"garlic, crushed",2,cloves,
Moroccan Lamb Meatballs,4,"coriander/cilantro leaves and stems, finely chopped",1/4,cup,
Moroccan Lamb Meatballs,4,"EACH cumin, coriander, paprika (any, I like smoked)",1,tsp,
Moroccan Lamb Meatballs,4,"EACH cinnamon, cayenne pepper (add more for spicy)",1/2,tsp,
Moroccan Lamb Meatballs,4,salt,1/2,tsp,
Moroccan Lamb Meatballs,4,Black pepper,,,
Moroccan Lamb Meatballs,4,olive oil,1,tbsp,
Moroccan Lamb Meatballs,4,plain yoghurt (I use Greek),1,cup,
Moroccan Lamb Meatballs,4,"garlic, crushed",1,clove,
Moroccan Lamb Meatballs,4,"fresh mint, finely chopped (or 1 tbsp dried mint)",2,tbsp,
Moroccan Lamb Meatballs,4,Squeeze of lemon juice,,,
Moroccan Lamb Meatballs,4,"Salt and pepper, to taste",,,
Moroccan Lamb Meatballs,4,flatbreads,4,,Lebanese or pita bread
Moroccan Lamb Meatballs,4,"Shredded Red Cabbage, Carrot and Mint Salad",,,OR lettuce leaves / tomato slices / finely sliced red onion
Moroccan Lamb Meatballs,4,More mint and coriander/cilantro,,,optional for garnish
Middle Eastern Spiced Lentil and Rice (Mejadra),4,olive oil,2,tbsp,
Middle Eastern Spiced Lentil and Rice (Mejadra),4,cumin seeds (or 1 tsp ground cumin),2,tsp,
Middle Eastern Spiced Lentil and Rice (Mejadra),4,coriander seeds (or 1 1/2 tsp ground coriander),1 1/2,tbsp,
Middle Eastern Spiced Lentil and Rice (Mejadra),4,basmati or long grain rice,1,cup,uncooked
Middle Eastern Spiced Lentil and Rice (Mejadra),4,water,1 1/4 cup / 315 ml,,(see notes)
Middle Eastern Spiced Lentil and Rice (Mejadra),4,"canned brown lentils, drained (1 can)",400g / 14 oz,,drained 
Middle Eastern Spiced Lentil and Rice (Mejadra),4,ground turmeric,1/2,tsp,
Middle Eastern Spiced Lentil and Rice (Mejadra),4,ground cinnamon,1 1/2,tsp,
Middle Eastern Spiced Lentil and Rice (Mejadra),4,sugar,1,tsp,
Middle Eastern Spiced Lentil and Rice (Mejadra),4,salt,1,tsp,
Middle Eastern Spiced Lentil and Rice (Mejadra),4,Black pepper,,,
Middle Eastern Spiced Lentil and Rice (Mejadra),4,large or 4 small onions,3,,very finely sliced
Middle Eastern Spiced Lentil and Rice (Mejadra),4,vegetable or sunflower oil,1 cup / 250 ml ,,
Middle Eastern Spiced Lentil and Rice (Mejadra),4,Salt,,,
Easy Soft Flatbread Recipe (No Yeast),6,plain flour (all purpose flour),2,cups,"(level cups, unsifted, not packed), + keep 1/4 cup extra for dusting & adjusting dough"
Easy Soft Flatbread Recipe (No Yeast),6,salt,1/2,tsp,
Easy Soft Flatbread Recipe (No Yeast),6,unsalted butter,3 1/2 tbsp / 50g,,(1.75 oz)
Easy Soft Flatbread Recipe (No Yeast),6,milk,3/4,cup,
Moroccan Baked Eggplant with Beef,2,garlic clove,1,,minced
Moroccan Baked Eggplant with Beef,2,each cumin and coriander powder,2,tsp,
Moroccan Baked Eggplant with Beef,2,paprika,1,tsp,
Moroccan Baked Eggplant with Beef,2,pure chili powder,1/2,tsp,"(Note 1) (or cayenne pepper), adjust to taste"
Moroccan Baked Eggplant with Beef,2,salt,1/2,tsp,
Moroccan Baked Eggplant with Beef,2,Black pepper,,,
Moroccan Baked Eggplant with Beef,2,Rind of 1 lemon,,,(use fine grater)
Moroccan Baked Eggplant with Beef,2,lemon juice,1,tbsp,
Moroccan Baked Eggplant with Beef,2,extra virgin olive oil,1 1/2,tbsp,
Moroccan Baked Eggplant with Beef,2,medium eggplants,2,,"about 20cm/8"" long (Note 1)"
Moroccan Baked Eggplant with Beef,2,Olive oil spray,,,
Moroccan Baked Eggplant with Beef,2,pine nuts,1 1/2,tbsp,
Moroccan Baked Eggplant with Beef,2,olive oil,1/2,tbsp,
Moroccan Baked Eggplant with Beef,2,garlic clove,1,,
Moroccan Baked Eggplant with Beef,2,small onion,1/2,,finely diced
Moroccan Baked Eggplant with Beef,2,beef mince,200,g,lean
Moroccan Baked Eggplant with Beef,2,cilantro/coriander,1,tbsp,finely chopped
Moroccan Baked Eggplant with Beef,2,tomato,1,,deseeded and diced
Moroccan Baked Eggplant with Beef,2,cucumber,1,,"small, diced"
Moroccan Baked Eggplant with Beef,2,cilantro/coriander,1,tsp,finely chopped
Moroccan Baked Eggplant with Beef,2,lemon juice,1,tsp,
Moroccan Baked Eggplant with Beef,2,olive oil,1,tsp,
Moroccan Baked Eggplant with Beef,2,of sumac,,Pinch,(optional)
Moroccan Baked Eggplant with Beef,2,Salt and pepper,,,
Moroccan Baked Eggplant with Beef,2,Yoghurt,,,plain thick (Note 1)
Turkish Lamb Kofta Kebabs,4,lamb mince,1 lb / 500g ,,(ground lamb) (or substitute with beef)
Turkish Lamb Kofta Kebabs,4,small onion,1,,"grated or minced using a food processor - about 1/4 cup (white, brown or yellow) (Note 1)"
Turkish Lamb Kofta Kebabs,4,garlic clove,1,,minced
Turkish Lamb Kofta Kebabs,4,pistachio nuts,1/4,cup,ground (Optional. I use my food processor) (Note 2)
Turkish Lamb Kofta Kebabs,4,salt,1 1/2,tsp,"(table salt, not flakes, use 2 1/2 tsp if using kosher or sea salt flakes)"
Turkish Lamb Kofta Kebabs,4,black pepper,1,tsp,
Turkish Lamb Kofta Kebabs,4,cumin powder,1,tbsp,
Turkish Lamb Kofta Kebabs,4,red pepper flakes,1,tbsp,
Turkish Lamb Kofta Kebabs,4,olive oil,1,tbsp,
Turkish Lamb Kofta Kebabs,4,plain yoghurt,3/4,cup,(I use Greek)
Turkish Lamb Kofta Kebabs,4,lemon juice,1,tbsp,
Turkish Lamb Kofta Kebabs,4,garlic clove,1/2,,minced
Turkish Lamb Kofta Kebabs,4,Salt and pepper,,,
Turkish Lamb Kofta Kebabs,4,Pita bread or lebanese flat bread,,,warmed
Turkish Lamb Kofta Kebabs,4,Lettuce leaves of choice,,,
Turkish Lamb Kofta Kebabs,4,Sliced tomato,,,
Turkish Lamb Kofta Kebabs,4,Sliced red onion,,,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,large garlic clove,1,,minced (or 2 small cloves)
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,ground coriander,1 1/2,tsp,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,ground cumin,1 1/2,tsp,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,ground cardamom,1,tsp,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,smoked paprika,1,tsp,(or ordinary is fine)
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,cayenne pepper,1,tsp,(optional)
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,salt,1/2,tsp,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,Black pepper,,,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,lemon juice,3,tbsp,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,chicken thigh fillets,5,,"bone in, skin on - about 2 lb / 1kg in total (Note 1)"
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,olive oil,1/2,tbsp,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,small onion,1,,finely diced
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,garlic cloves,2,,minced
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,long grain rice,1 1/2,cups,uncooked (Note 2)
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,chicken broth,1 1/2,cups,(or water)
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,water,2,cups,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,salt,3/4 - 1,tsp,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,Black pepper,,,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,cardamon powder,1 1/2,tsp,
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,cinnamon sticks,2,,(or 1/2 tsp cinnamon powder)
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,can chickpeas,400g (14oz),,drained (1 can)
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,raisins or sultanas,1/4,cup,(optional)
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,Yoghurt,,,"(plain, unsweetened. Greek yoghurt is great)"
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,Cilantro/coriander leaves,,,roughly chopped
One Skillet Baked Chicken Shawarma and Rice (Pilaf),5,Parsley leaves,,,roughly chopped
Middle Eastern Shredded Lamb with Chickpea Pilaf (Rice),8,ground cumin,1 1/2,tbsp,
Middle Eastern Shredded Lamb with Chickpea Pilaf (Rice),8,ground coriander,1 1/2,tbsp,
Middle Eastern Shredded Lamb with Chickpea Pilaf (Rice),8,paprika,1 1/2,tbsp,
Middle Eastern Shredded Lamb with Chickpea Pilaf (Rice),8,ground cardamon,2,tsp,or sub with ginger
