meal,servings,name,amount,unit,notes
Vietnamese Pho recipe,6,Sriracha*,,,(for spiciness)
Vietnamese Noodles with Lemongrass Chicken,4,chicken thigh fillets,600 - 800g / 1.2 - 1.6lb ,,"skinless and boneless or breast (or pork, beef or any seafood)"
Vietnamese Noodles with Lemongrass Chicken,4,stalk lemongrass,1,,"white part only, bruised them sliced into pieces easy to pick out later (Note 1)"
Vietnamese Noodles with Lemongrass Chicken,4,garlic cloves,2,,finely chopped or minced
Vietnamese Noodles with Lemongrass Chicken,4,lime juice,2,tbsp,
Vietnamese Noodles with Lemongrass Chicken,4,fish sauce,2,tbsp,(Note 2)
Vietnamese Noodles with Lemongrass Chicken,4,soy sauce,1,tbsp,"(all purpose or light, NOT dark soy)"
Vietnamese Noodles with Lemongrass Chicken,4,brown sugar,2,tbsp,
Vietnamese Noodles with Lemongrass Chicken,4,vegetable oil,1,tbsp,
Vietnamese Noodles with Lemongrass Chicken,4,fish sauce,1/4,cup,(Note 3)
Vietnamese Noodles with Lemongrass Chicken,4,rice vinegar,4,tbsp,
Vietnamese Noodles with Lemongrass Chicken,4,white sugar,2,tbsp,
Vietnamese Noodles with Lemongrass Chicken,4,water,1/2,cup,
Vietnamese Noodles with Lemongrass Chicken,4,garlic cloves,2,,finely chopped
Vietnamese Noodles with Lemongrass Chicken,4,red birds eye chilli,1,,finely chopped (Note 4)
Vietnamese Noodles with Lemongrass Chicken,4,lime juice,3,tbsp,
Vietnamese Noodles with Lemongrass Chicken,4,oil,1/2,tbsp,
Vietnamese Noodles with Lemongrass Chicken,4,vermicelli noodles,200 g / 7 oz ,,dried
Vietnamese Noodles with Lemongrass Chicken,4,carrots,2,,julienned
Vietnamese Noodles with Lemongrass Chicken,4,cucumbers,2,,julienned (optional: remove seeds)
Vietnamese Noodles with Lemongrass Chicken,4,iceberg lettuce,5,cups,finely sliced
Vietnamese Noodles with Lemongrass Chicken,4,bean sprouts,3,cups,
Vietnamese Noodles with Lemongrass Chicken,4,Handful of mint leaves,,,
Vietnamese Noodles with Lemongrass Chicken,4,Handful of cilantro/coriander,,,
Vietnamese Noodles with Lemongrass Chicken,4,Sliced red chilli,,,(for garnish - optional)
Vietnamese Noodles with Lemongrass Chicken,4,Lime wedges,,,(to serve - optional but recommended)
Vietnamese Caramelised Pork Bowls,4,cooking oil,1 1/2,tbsp,(I use peanut oil)
Vietnamese Caramelised Pork Bowls,4,onion,1/2,,"finely diced (brown, white or yellow) (~1/2 cup)"
Vietnamese Caramelised Pork Bowls,4,ginger,2,tsp,grated or minced
Vietnamese Caramelised Pork Bowls,4,garlic cloves,2,,minced (2 tsp paste)
Vietnamese Caramelised Pork Bowls,4,birds eye or Thai chili,1,,deseeded and finely chopped (Note 1)
Vietnamese Caramelised Pork Bowls,4,ground pork,1 lb / 500g ,,(mince) (Note 2)
Vietnamese Caramelised Pork Bowls,4,brown sugar,5,tbsp,
Vietnamese Caramelised Pork Bowls,4,fish sauce,2,tbsp,
Vietnamese Caramelised Pork Bowls,4,green onion,1,,"stem , finely sliced"
Vietnamese Caramelised Pork Bowls,4,Rice,,,
Vietnamese Caramelised Pork Bowls,4,"Sliced red chilli, tomato, cucumber",,,(optional)
Banh Mi ! (Vietnamese sandwich),4,crusty long bread rolls,4,,(Note 1)
Banh Mi ! (Vietnamese sandwich),4,pork or chicken pate,6,tbsp,(Note 2)
Banh Mi ! (Vietnamese sandwich),4,mayonnaise,6,tbsp,(Note 3)
Banh Mi ! (Vietnamese sandwich),4,"Thi Nguoi (""pink ham"") OR brawn",4 - 8,slices,"(aka head cheese, Note 4)"
Banh Mi ! (Vietnamese sandwich),4,Cha Lua Vietnamese pork loaf OR chicken loaf,4 - 8,slices,(Note 5)
Banh Mi ! (Vietnamese sandwich),4,roast or grilled pork cold cuts,4 - 8,slices,(Note 6)
Banh Mi ! (Vietnamese sandwich),4,fresh coriander/cilantro sprigs,1.5,cups,(Note 7)
Banh Mi ! (Vietnamese sandwich),4,cucumbers,2,,finely sliced lengthwise into long strips
Banh Mi ! (Vietnamese sandwich),4,green onion stems,4,,cut into the length of the rolls
Banh Mi ! (Vietnamese sandwich),4,red chillies,2,,finely sliced (or more!) (or less...)
Banh Mi ! (Vietnamese sandwich),4,Maggi Seasoning,2,tsp,for drizzling (Note 8)
Banh Mi ! (Vietnamese sandwich),4,medium carrots,4,,"peeled cut into 2-3mm / 1/10"" batons"
Banh Mi ! (Vietnamese sandwich),4,hot water,1 1/2 cups (375ml) ,,boiled
Banh Mi ! (Vietnamese sandwich),4,white sugar,1/2 cup (100g),,
Banh Mi ! (Vietnamese sandwich),4,salt,4,tsp,
Banh Mi ! (Vietnamese sandwich),4,rice wine vinegar,3/4 cup (185ml),,(sub apple cider vinegar)
Banh Mi ! (Vietnamese sandwich),4,Pork meatballs for Banh Mi,,,(Note 9)
Banh Mi ! (Vietnamese sandwich),4,Shredded rotisserie or poached chicken,,,(Note 10)
Pork Meatballs for Banh Mi,12,jicama,2/3,cup,"apple or daikon, grated with a box grater (Note 1)"
Pork Meatballs for Banh Mi,12,green onions,2,,finely sliced
Pork Meatballs for Banh Mi,12,pork mince,500 g/ 1lb,,(ground pork) (chicken also ok)
Pork Meatballs for Banh Mi,12,garlic,2,,finely minced
Pork Meatballs for Banh Mi,12,fish sauce,2,tsp,(or soy)
Pork Meatballs for Banh Mi,12,corn starch,2,tsp,
Pork Meatballs for Banh Mi,12,white sugar,1,tsp,
Pork Meatballs for Banh Mi,12,black pepper,1/2,tsp,
Pork Meatballs for Banh Mi,12,cornflour,1,tbsp,
Pork Meatballs for Banh Mi,12,"chicken stock, low sodium",1 1/2,cups,
Pork Meatballs for Banh Mi,12,water,1/2,cup,
Pork Meatballs for Banh Mi,12,fish sauce,1,tbsp,
Pork Meatballs for Banh Mi,12,sugar,2,tsp,
Pork Meatballs for Banh Mi,12,garlic cloves,2,,finely minced
Pork Meatballs for Banh Mi,12,ginger,1,tsp,finely minced
Caramelised Vietnamese Shredded Beef,3,leftover cooked brisket or other beef,500g / 1lb (3 cups),,shredded or chopped (Note 1)
Caramelised Vietnamese Shredded Beef,3,oil,1 - 2,tbsp,for cooking
Caramelised Vietnamese Shredded Beef,3,garlic cloves,2,,minced
Caramelised Vietnamese Shredded Beef,3,lime juice,2,tbsp,
Caramelised Vietnamese Shredded Beef,3,fish sauce,2,tbsp,
Caramelised Vietnamese Shredded Beef,3,soy sauce,1,tbsp,light or all purpose
Caramelised Vietnamese Shredded Beef,3,(packed) brown sugar,2.5,tbsp,
Caramelised Vietnamese Shredded Beef,3,vegetable oil,1,tbsp,
Caramelised Vietnamese Shredded Beef,3,lemongrass paste,1,tbsp,(Note 2)
Caramelised Vietnamese Shredded Beef,3,Rice or noodles,,,
Caramelised Vietnamese Shredded Beef,3,Lime wedges OR Nuoc Cham,,,(Note 3)
Caramelised Vietnamese Shredded Beef,3,Fresh coriander/cilantro leaves,,,and/or finely sliced green onions
Caramelised Vietnamese Shredded Beef,3,"Finely sliced red chilli, sliced cucumber, crushed peanuts*",,,
Bun Cha (Vietnamese Meatballs!),2,pork mince,250 – 300 g/8 – 10 oz ,,(ground pork)(Note 1)
Bun Cha (Vietnamese Meatballs!),2,fish sauce,1,tbsp,(Note 2)
Bun Cha (Vietnamese Meatballs!),2,white sugar,2,tsp,
Bun Cha (Vietnamese Meatballs!),2,finely chopped green onions / scallions,1/3,cup,
Bun Cha (Vietnamese Meatballs!),2,garlic,1,clove,minced
Bun Cha (Vietnamese Meatballs!),2,of white pepper and salt,,Pinch,
Bun Cha (Vietnamese Meatballs!),2,lemongrass paste or fresh finely chopped,2,tsp,optional (Note 4)
Bun Cha (Vietnamese Meatballs!),2,oil,1 1/2,tbsp,for cooking
Bun Cha (Vietnamese Meatballs!),2,white sugar,3,tbsp,
Bun Cha (Vietnamese Meatballs!),2,fish sauce,3,tbsp,(Note 2)
Bun Cha (Vietnamese Meatballs!),2,rice wine vinegar,2,tbsp,
Bun Cha (Vietnamese Meatballs!),2,lime juice,2,tbsp,
Bun Cha (Vietnamese Meatballs!),2,water,1/3,cup,
Bun Cha (Vietnamese Meatballs!),2,birds eye chilli,1,,seeded and finely chopped (Note 3)
Bun Cha (Vietnamese Meatballs!),2,garlic,3,cloves,finely chopped
Bun Cha (Vietnamese Meatballs!),2,vermicelli noodles,100 g / 3.5 oz,,dried
Bun Cha (Vietnamese Meatballs!),2,Big handful beansprouts,,,
Bun Cha (Vietnamese Meatballs!),2,Few lettuce leaves,,,folded or shredded
Bun Cha (Vietnamese Meatballs!),2,Julienned carrot and white radish,,,"(daikon), optional quick pickle (Note 5)"
Bun Cha (Vietnamese Meatballs!),2,Handful of coriander/cilantro sprigs,,,mint
Bun Cha (Vietnamese Meatballs!),2,Sliced red chilli,,,lime wedges (optional)
Vietnamese Coconut Caramel Chicken,4,chicken thighs,4 large / 5 small ,,bone in skin on (Note 1)
Vietnamese Coconut Caramel Chicken,4,brown sugar,1/2 cup / 80 g ,,loosely packed
Vietnamese Coconut Caramel Chicken,4,water,1,tbsp,
Vietnamese Coconut Caramel Chicken,4,coconut milk,400 g / 14 oz ,,low fat (1 can) (Note 2)
Vietnamese Coconut Caramel Chicken,4,fish sauce,1 1/2,tbsp,(Note 3)
Vietnamese Coconut Caramel Chicken,4,rice vinegar,2 1/2,tbsp,(or cider vinegar)
Vietnamese Coconut Caramel Chicken,4,garlic cloves,2,,minced
Vietnamese Coconut Caramel Chicken,4,eschallot / French onion,1,,finely sliced (Note 4)
Vietnamese Coconut Caramel Chicken,4,white pepper,1/4,tsp,(or black)
Vietnamese Coconut Caramel Chicken,4,shallot,1,,finely sliced (green onion / scallion)
Vietnamese Coconut Caramel Chicken,4,large red chilli,1,,finely sliced
Vietnamese Caramel Pork,4,"brown sugar, tightly packed",1/2 cup / 100g,,
Vietnamese Caramel Pork,4,water,1,tbsp,
Vietnamese Caramel Pork,4,pork shoulder,1 kg / 2 lb ,,"(butt) or boneless skinless pork belly, cut into 3 cm / 1.2"" pieces (Note 1a)"
Vietnamese Caramel Pork,4,coconut water,1.5 cups / 375 ml ,,(Note 1b)
Vietnamese Caramel Pork,4,eschallot / shallot,1,,very finely sliced (Note 2)
Vietnamese Caramel Pork,4,garlic cloves,2,,minced
Vietnamese Caramel Pork,4,fish sauce,1 1/2,tbsp,
Vietnamese Caramel Pork,4,white pepper,1/4,tsp,
Vietnamese Caramel Pork,4,Red chilli and finely sliced shallots/green onions,,,
Vietnamese Rice Paper Rolls,7,"sheets of 22cm/8.5"" round rice paper (Note 1)",7 - 14,,
Vietnamese Rice Paper Rolls,7,"small cooked prawns/shrimp (about 12cm/5"" in length, unpeeled including the head)",11,,
Vietnamese Rice Paper Rolls,7,dried vermicelli noodles,50g / 1.5 oz,,
Vietnamese Rice Paper Rolls,7,"lettuce leaves - use a lettuce with soft leaves, like Oak or Butter Lettuce (Note 2)",7,,
Vietnamese Rice Paper Rolls,7,mint leaves,14,,
Vietnamese Rice Paper Rolls,7,bean sprouts,1,cup,
Vietnamese Rice Paper Rolls,7,"peanut butter, preferably smooth ",1,tbsp,(crunchy is ok too)
Vietnamese Rice Paper Rolls,7,Hoisin Sauce,2,tbsp,
Vietnamese Rice Paper Rolls,7,white vinegar (or lime juice),1 1/2,tbsp,
Vietnamese Rice Paper Rolls,7,milk,1/3,cup,(any fat %) (or water)
Vietnamese Rice Paper Rolls,7,"garlic clove, minced",1,,
Vietnamese Rice Paper Rolls,7,"crushed chilli, samba oelak or other chilli paste, adjust to taste (optional)",1/2,tsp,
Vietnamese Noodle Salad with Shrimp (Prawn),2,medium shrimp,12 - 15,,"(prawns), shelled and deveined (about 5 - 7 oz / 150 - 200g, excluding shells)"
Vietnamese Noodle Salad with Shrimp (Prawn),2,olive oil,1,tbsp,
Vietnamese Noodle Salad with Shrimp (Prawn),2,garlic cloves,2,,minced
Vietnamese Noodle Salad with Shrimp (Prawn),2,of salt and pepper,,Pinch,
Vietnamese Noodle Salad with Shrimp (Prawn),2,lime juice,1/4,cup,
Vietnamese Noodle Salad with Shrimp (Prawn),2,fish sauce,1/4,cup,
Vietnamese Noodle Salad with Shrimp (Prawn),2,rice vinegar,2,tbsp,
Vietnamese Noodle Salad with Shrimp (Prawn),2,caster sugar,1,tbsp,
Vietnamese Noodle Salad with Shrimp (Prawn),2,large garlic clove,1,,very finely chopped
Vietnamese Noodle Salad with Shrimp (Prawn),2,very finely chopped red chili,1,tsp,adjust to taste (I use birds eye which is spicy)
Vietnamese Noodle Salad with Shrimp (Prawn),2,dried rice vermicelli noodles,2.5 oz / 75g ,,(Note 1)
Vietnamese Noodle Salad with Shrimp (Prawn),2,iceberg lettuce,3,cups,shredded
Vietnamese Noodle Salad with Shrimp (Prawn),2,carrot,1,cup,cut into fine matchsticks
Vietnamese Noodle Salad with Shrimp (Prawn),2,cucumber,1 1/2,cups,cut into matchsticks
Vietnamese Noodle Salad with Shrimp (Prawn),2,beansprouts,1 1/2,cups,
Vietnamese Noodle Salad with Shrimp (Prawn),2,coriander leaves,1/4,cup,lightly packed
Vietnamese Noodle Salad with Shrimp (Prawn),2,mint leaves,1/4,cup,"(ordinary or Vietnamese), lightly packed"
Vietnamese Pork Chop,4,pork cutlets,4,,around 250g - 300g (8oz - 10oz) each
Vietnamese Pork Chop,4,vegetable or peanut oil,1,tbsp,(for cooking)
Vietnamese Pork Chop,4,chilli sauce,1,tsp,"(sriracha, chilli paste) or 1 birds eye chilli, finely chopped"
Vietnamese Pork Chop,4,minced garlic,2,cloves,
Vietnamese Pork Chop,4,Juice of 1 lime,,,
Vietnamese Pork Chop,4,fish sauce,2,tbsp,
Vietnamese Pork Chop,4,soy sauce,1,tbsp,
Vietnamese Pork Chop,4,brown sugar,1 1/2,tbsp,
Vietnamese Pork Chop,4,stalk lemongrass,1,,"white part only, bruised them sliced into 1cm/0.5"" pieces"
Grilled Vietnamese Chicken Wings,24,chicken wings,2 lb / 1 kg ,,cut into wingettes and drumettes
Grilled Vietnamese Chicken Wings,24,Oil for grilling,,,
Grilled Vietnamese Chicken Wings,24,minced garlic,4,cloves,
Grilled Vietnamese Chicken Wings,24,lime juice,1/4,cup,(2 to 3 limes)
Grilled Vietnamese Chicken Wings,24,fish sauce,1/4,cup,
Grilled Vietnamese Chicken Wings,24,soy sauce,2,tbsp,
Grilled Vietnamese Chicken Wings,24,brown sugar,3,tbsp,
Grilled Vietnamese Chicken Wings,24,vegetable oil,2,tbsp,
Grilled Vietnamese Chicken Wings,24,stalks lemongrass,2,,
Grilled Vietnamese Chicken Wings,24,birds eye chilli,1,,finely chopped
Grilled Vietnamese Chicken Wings,24,Coriander leaves,,,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,firm tofu,500 g / 1 lbs ,,"sliced into 1/4""/0.5cm slices"
Vegetarian Vietnamese Noodle Bowl (Vegan),4,minced garlic,2,cloves,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,lime juice,2,tbsp,(about 1 fresh lime)
Vegetarian Vietnamese Noodle Bowl (Vegan),4,light soy sauce,1,tbsp,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,soy sauce,1,tbsp,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,brown sugar,2,tbsp,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,vegetable oil,1,tbsp,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,stalk lemongrass,1,,"white part only, finely chopped"
Vegetarian Vietnamese Noodle Bowl (Vegan),4,light soy sauce,3,tbsp,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,rice vinegar,1⁄4 ,cup ,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,white sugar,2,tbsp,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,water,1⁄2 ,cup,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,garlic cloves,2,,finely chopped
Vegetarian Vietnamese Noodle Bowl (Vegan),4,red birdseye chilli,1,,finely chopped (or adjust quantity to your taste)
Vegetarian Vietnamese Noodle Bowl (Vegan),4,lime juice,3,tbsp,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,medium rice stick noodles,200,g,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,carrots,2,,julienned
Vegetarian Vietnamese Noodle Bowl (Vegan),4,large cucumber julienned,1,,(with seeds removed)
Vegetarian Vietnamese Noodle Bowl (Vegan),4,shredded lettuce,3,cups,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,bean sprouts,2,cups,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,Handful of mint leaves,,,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,Handful of cilantro/coriander,,,
Vegetarian Vietnamese Noodle Bowl (Vegan),4,Sliced chili,,,(for garnish - optional)
