meal,servings,name,amount,unit,notes
Beef Barbacoa - Mexican Pulled Beef,10,oregano,2,tsp,
Beef Barbacoa - Mexican Pulled Beef,10,ground cloves,1/2,tsp,
Guacamole,5,finely chopped white onion,2,tbsp,"(or red, brown or yellow)"
Guacamole,5,finely chopped jalapeno or serrano chilli,1,tbsp,(or other chilli of choice) (adjust to taste)
Guacamole,5,salt,1/2,tsp,plus more to taste
Guacamole,5,roughly chopped coriander/cilantro leaves,1/4,cup,
Guacamole,5,medium avocados (or 1 very large one),2,,(Note 1)
Guacamole,5,Lime juice,,,to taste (I use 1/4 – 1/2 lime)
Guacamole,5,Optional: 1 ripe tomato,,,"peeled, deseeded and chopped"
Ceviche,5,"kingfish, tuna, sea bass or other sashimi-grade fish suitable for raw eating",400g / 14 oz,,(Note 1)
Ceviche,5,red onion,1/4,,"very finely sliced using mandolin (so it ""flops"")"
Ceviche,5,fresh jalapeño,2,tsp,finely chopped (or green chilli) – add more or less for spiciness
Ceviche,5,cherry tomatoes,8,,halved (large ones quartered)
Ceviche,5,black pepper,1/4,tsp,
Ceviche,5,lime juice,1/3,cup,fresh (or lemon juice)
Ceviche,5,salt,1/2,tsp,"cooking / kosher (or 1/4 tsp table salt, Note 2)"
Ceviche,5,avocado,1,,"ripe, cut into 1.25cm / 1/2″ cubes"
Ceviche,5,coriander/cilantro leaves,1/4,cup,roughly chopped (sub chives)
Ceviche,5,extra virgin olive oil,2,tbsp,(Note 3)
Prawn Tacos (Shrimp),4,medium prawns/shrimp,500g/1 lb,,"peeled (frozen thawed, or 1 kg / 2lb unpeeled whole)"
Prawn Tacos (Shrimp),4,Zest of 1 lime,,,(or lemon)
Prawn Tacos (Shrimp),4,lime juice,1/4,cup,(or lemon)
Prawn Tacos (Shrimp),4,chipotle powder,1,tbsp,"(MEDIUM spicy, can reduce to 2 tsp for MILD, Note 1)"
Prawn Tacos (Shrimp),4,coriander/cilantro,2,tbsp,finely chopped (sub chives)
Prawn Tacos (Shrimp),4,garlic cloves,2,,minced
Prawn Tacos (Shrimp),4,olive oil,1/4,cup,
Prawn Tacos (Shrimp),4,each salt and pepper,1/2,tsp,
Prawn Tacos (Shrimp),4,green cabbage,8,cups,finely shredded (about 1/4 head)
Prawn Tacos (Shrimp),4,onion,1/2,,"very finely chopped (brown, yellow, white)"
Prawn Tacos (Shrimp),4,plain yogurt,3/4,cup,"(like Greek), unsweetened"
Prawn Tacos (Shrimp),4,coriander/cilantro,1/4,,finely chopped (sub chives)
Prawn Tacos (Shrimp),4,lime juice,1/4,cup,(or lemon)
Prawn Tacos (Shrimp),4,extra virgin olive oil,1/4,cup,
Prawn Tacos (Shrimp),4,each salt and pepper,1/2,tsp,
Prawn Tacos (Shrimp),4,sour cream,3/4,cup,(or yogurt)
Prawn Tacos (Shrimp),4,sriracha,2 – 3,tbsp,adjust to taste (Note 2)
Prawn Tacos (Shrimp),4,olive oil,1,tbsp,
Prawn Tacos (Shrimp),4,small tortillas,12 – 15,,"(corn or flour), warmed or charred per packet"
Prawn Tacos (Shrimp),4,Lime wedges,,,(highly recommended)
Prawn Tacos (Shrimp),4,Coriander/cilantro,,,roughly chopped
Churros Recipe,12,caster / superfine sugar,1/4,cup,
Churros Recipe,12,ground cinnamon,2,tsp,
Churros Recipe,12,"flour, plain / all purpose",1,cup,(Note 1)
Churros Recipe,12,baking powder,1,tsp,
Churros Recipe,12,of salt,,Pinch,
Churros Recipe,12,"vegetable, canola or olive oil",1,tbsp,(not extra virgin olive oil)
Churros Recipe,12,boiling water,1,cup,
Churros Recipe,12,vegetable or canola oil,2,cups+,for frying
Churros Recipe,12,dark chocolate or semi sweet chocolate chips,1/2,cup,(Note 2)
Churros Recipe,12,thickened / heavy cream,1/2,cup,(heavy cream)
Chicken Enchiladas,8,tortillas,8,,"flour or corn (about 20cm/8"" wide, Note 1)"
Chicken Enchiladas,8,"EACH onion powder, garlic powder, salt",1,tsp,
Chicken Enchiladas,8,"EACH dried cumin powder, paprika, dried oregano",1,tbsp,
Chicken Enchiladas,8,black pepper,1/4,tsp,
Chicken Enchiladas,8,cayenne pepper,3/4,tsp,"(optional, adjust to taste)"
Chicken Enchiladas,8,olive oil,2,tbsp,
Chicken Enchiladas,8,flour,3,tbsp,plain/all purpose
Chicken Enchiladas,8,chicken stock/broth,2 cups (500ml),,low sodium
Chicken Enchiladas,8,tomato passata or US puree,1.5 cups (375ml),,(Note 4 sub)
Chicken Enchiladas,8,chicken breast,600g / 1.2lb,,sliced in half horizontally (or boneless thigh) (Note 2)
Chicken Enchiladas,8,olive oil,2,tbsp,separated
Chicken Enchiladas,8,onion,1/2,,chopped
Chicken Enchiladas,8,garlic cloves,2,,finely minced
Chicken Enchiladas,8,red capsicum/bell pepper,1,,diced
Chicken Enchiladas,8,refried beans,400g / 14oz,,(Note 3)
Chicken Enchiladas,8,canned corn,400g/14oz,,drained (sub frozen 1 3/4 cups)
Chicken Enchiladas,8,water,1/4 cup (65ml),,
Chicken Enchiladas,8,cheese,1 cup (100g),,"shredded (Mexican cheese blend, Monterey Jack, cheddar)"
Chicken Enchiladas,8,cheese,1.5 cups (150g),,shredded
Chicken Enchiladas,8,coriander/cilantro,2,tbsp,roughly chopped
Chicken Burrito,5,tortillas,5,,"flour (approx 20cm/8"" wide)"
Chicken Burrito,5,"each onion powder, dried oregano, salt",1,tsp,
Chicken Burrito,5,"each dried cumin powder, paprika",2,tsp,
Chicken Burrito,5,black pepper,1/4,tsp,
Chicken Burrito,5,cayenne pepper,3/4,tsp,"(optional, adjust to taste)"
Chicken Burrito,5,chicken breast,600g / 1.2 lb,,sliced in half horizontally (Note 1)
Chicken Burrito,5,olive oil,2,tbsp,separated
Chicken Burrito,5,onion,1/2,,chopped
Chicken Burrito,5,garlic cloves,2,,finely minced
Chicken Burrito,5,red capsicum/bell pepper,1,,diced
Chicken Burrito,5,refried beans,400g/14oz,,canned (Note 2)
Chicken Burrito,5,water,1/4,cup,
Chicken Burrito,5,white rice,2.5,cups,"plain (cooked, Note 3)"
Chicken Burrito,5,Mexican Red Rice,2.5,cups,(the best for Burritos!)
Chicken Burrito,5,canned corn,400g/14oz,,drained (or 280g/9oz frozen thawed)
Chicken Burrito,5,cheese,1.5 cups (150g),,"shredded (Mexican blend, cheddar, tasty, Montery Jack)"
Chicken Burrito,5,coriander/cilantro,1/4,cup,finely chopped
Chicken Burrito,5,Avocado sauce,,,
Chicken Burrito,5,Sour cream,,,
Chicken Burrito,5,Salsa,,,"(restaurant style, smooth)"
Fish Tacos,4,firm white fish fillets,1.2 lb / 600g ,,(Note 1)
Fish Tacos,4,Zest of 1 lime,,,
Fish Tacos,4,lime juice,3,tbsp,
Fish Tacos,4,chipotle powder,1,tbsp,(Note 2)
Fish Tacos,4,canned jalapeno,1,tbsp,finely chopped
Fish Tacos,4,cilantro / coriander,1/4,cup,finely chopped
Fish Tacos,4,garlic cloves,2,,minced
Fish Tacos,4,olive oil,3,tbsp,
Fish Tacos,4,Salt and pepper,,,
Fish Tacos,4,red cabbage,4,cups,finely shredded
Fish Tacos,4,green onion stems,3,,finely sliced on the diagonal
Fish Tacos,4,red wine vinegar,2,tbsp,"(or white wine vinegar, cider vinegar)"
Fish Tacos,4,salt,1/2,tsp,
Fish Tacos,4,sour cream,3/4,cup,(or yogurt)
Fish Tacos,4,sriracha,2 - 3,tbsp,adjust to taste (Note 3)
Fish Tacos,4,olive oil,1,tbsp,
Fish Tacos,4,small tortillas,12,,"(corn or flour), warmed"
Fish Tacos,4,lime wedges,,,
Fish Tacos,4,coriander/cilantro leaves,,,
Slow Cooker Mexican Chicken Soup,7,olive oil,1,tbsp,
Slow Cooker Mexican Chicken Soup,7,onion,1,,"diced (brown, white, yellow)"
Slow Cooker Mexican Chicken Soup,7,red capsicum/bell pepper,1,,"large, diced"
Slow Cooker Mexican Chicken Soup,7,garlic,3,cloves,minced
Slow Cooker Mexican Chicken Soup,7,chicken broth/stock,3 cups (750ml),,low sodium
Slow Cooker Mexican Chicken Soup,7,"canned black beans, drained",800g / 28 oz,,"(2 cans, or other beans, Note 1)"
Slow Cooker Mexican Chicken Soup,7,"canned corn, drained",800g / 28 oz,,"(2 cans, or 500g/1lb frozen or fresh corn)"
Slow Cooker Mexican Chicken Soup,7,crushed canned tomato,800g / 28oz,,OR 700g tomato passata (Note 2)
Slow Cooker Mexican Chicken Soup,7,chicken breast,500g / 1 lb ,,
Slow Cooker Mexican Chicken Soup,7,dried oregano,1,tbsp,
Slow Cooker Mexican Chicken Soup,7,cumin powder,2,tsp,
Slow Cooker Mexican Chicken Soup,7,paprika powder,2,tsp,
Slow Cooker Mexican Chicken Soup,7,each onion powder and garlic powder,1,tsp,(or 2 tsp of one of them)
Slow Cooker Mexican Chicken Soup,7,cayenne pepper,1,tsp,"(optional, adjust spiciness)"
Slow Cooker Mexican Chicken Soup,7,each salt + black pepper,1,tsp,
Slow Cooker Mexican Chicken Soup,7,Shredded cheese,,,(recommended)
Slow Cooker Mexican Chicken Soup,7,Sour cream or yogurt,,,(recommended)
Slow Cooker Mexican Chicken Soup,7,Coriander/cilantro,,,(recommended)
Slow Cooker Mexican Chicken Soup,7,Lime wedges,,,(recommended)
Slow Cooker Mexican Chicken Soup,7,"Avocado, diced",,,
Slow Cooker Mexican Chicken Soup,7,Corn chips or tortillas,,,for dunking
Mexican Ground Beef Casserole with Rice (beef mince!),5,olive oil,2,tbsp,
Mexican Ground Beef Casserole with Rice (beef mince!),5,onion,1,,finely chopped
Mexican Ground Beef Casserole with Rice (beef mince!),5,garlic cloves,3,,minced
Mexican Ground Beef Casserole with Rice (beef mince!),5,ground beef,500g (1 lb),,"(mince), lean"
Mexican Ground Beef Casserole with Rice (beef mince!),5,tomato paste,1/3,cup,
Mexican Ground Beef Casserole with Rice (beef mince!),5,long grain white rice,1 1/4,cup,uncooked (Note 1)
Mexican Ground Beef Casserole with Rice (beef mince!),5,chicken broth/stock,2.5 cups (625 ml),,low sodium
Mexican Ground Beef Casserole with Rice (beef mince!),5,can corn kernels,400g (14oz),,drained (Note 2)
Mexican Ground Beef Casserole with Rice (beef mince!),5,can black beans,400g (14oz),,drained (or other beans)
Mexican Ground Beef Casserole with Rice (beef mince!),5,capsicum/bell pepper,1,,diced
Mexican Ground Beef Casserole with Rice (beef mince!),5,green onions/shallots,1,cup,
Mexican Ground Beef Casserole with Rice (beef mince!),5,cheese,2 cups (200g),,shredded (anything that melts! Note 3)
Mexican Ground Beef Casserole with Rice (beef mince!),5,cayenne pepper,0.5,tsp,(Note 4)
Mexican Ground Beef Casserole with Rice (beef mince!),5,dried oregano,1.5,tbsp,
Mexican Ground Beef Casserole with Rice (beef mince!),5,cumin,3,tsp,
Mexican Ground Beef Casserole with Rice (beef mince!),5,coriander,3,tsp,
Mexican Ground Beef Casserole with Rice (beef mince!),5,onion powder,3,tsp,
Mexican Ground Beef Casserole with Rice (beef mince!),5,paprika,2,tsp,
Mexican Ground Beef Casserole with Rice (beef mince!),5,salt,1.5,tsp,
Beef Enchiladas,4,each onion & garlic powder,1,tsp,(Note 1)
Beef Enchiladas,4,"each cumin powder, paprika and dried oregano",1,tbsp,
Beef Enchiladas,4,cayenne pepper,1/2 - 1,tsp,"(optional, spiciness)"
Beef Enchiladas,4,olive oil,2,tbsp,
Beef Enchiladas,4,flour,3,tbsp,plain/all purpose
Beef Enchiladas,4,chicken stock / broth,2 cups (500ml),,low sodium
Beef Enchiladas,4,tomato passata OR US 1 can (8 oz) canned tomato sauce (eg Hunts),1 1/2 cups (375 ml),,(Note 2)
Beef Enchiladas,4,each salt and pepper,1/4,tsp,
Beef Enchiladas,4,olive oil,1,tbsp,
Beef Enchiladas,4,garlic cloves,2,,minced
Beef Enchiladas,4,onion,1,,finely chopped (~1 cup)
Beef Enchiladas,4,ground beef,1 lb / 500g ,,(mince)
Beef Enchiladas,4,refried beans,400g / 14oz,,"(1 can, I use Old El Paso)"
Beef Enchiladas,4,"black beans, drained",400g / 14oz,,"(1 can, Note 3)"
Beef Enchiladas,4,tortillas,8,,(or burrito wraps)
Beef Enchiladas,4,"grated melting cheese, or more",1.5 cups (150g),,"(I like Monterey Jack, tasty or cheddar cheese)"
Beef Enchiladas,4,Cilantro/coriander leaves,,,roughly chopped (optional garnish)
Mexican Stuffed Peppers,5,capsicum / peppers,5,,"large about 12cm/4.5"" tall (Note 1)"
Mexican Stuffed Peppers,5,olive oil,1,tbsp,
Mexican Stuffed Peppers,5,onion,1,,"chopped (brown, white, yellow)"
Mexican Stuffed Peppers,5,garlic cloves,3,,minced
Mexican Stuffed Peppers,5,ground beef,350g (12oz),,"(mince), lean"
Mexican Stuffed Peppers,5,tomato paste,1/4,cup,
Mexican Stuffed Peppers,5,chicken broth/stock,1 1/4 cups (315 ml),,low sodium
Mexican Stuffed Peppers,5,long or medium grain rice,1/2,cup,uncooked (Note 2)
Mexican Stuffed Peppers,5,corn kernels,1,cup,(Note 3)
Mexican Stuffed Peppers,5,green onions,1,cup,finely sliced (or red onion)
Mexican Stuffed Peppers,5,mozzarella,1 1/2 cups (150g),,shredded
Mexican Stuffed Peppers,5,water,1/2 cup (125 ml),,
Mexican Stuffed Peppers,5,cayenne pepper,1/2,tsp,
Mexican Stuffed Peppers,5,dried oregano,1,tbsp,
Mexican Stuffed Peppers,5,cumin,2,tsp,
Mexican Stuffed Peppers,5,coriander,2,tsp,
Mexican Stuffed Peppers,5,onion powder,1.5,tsp,
Mexican Stuffed Peppers,5,salt,3/4,tsp,
Mexican Stuffed Peppers,5,Guacamole,,,(Note 5 Quick Guac)
Mexican Stuffed Peppers,5,Sour Cream,,,
Mexican Stuffed Peppers,5,fresh coriander/cilantro,1,tbsp,finely chopped
Mexican Shredded Beef (and Tacos),20,chipotle powder,1 1/2,tbsp,adjust spiciness to taste (Note 5)
Mexican Shredded Beef (and Tacos),20,paprika,1,tbsp,
Mexican Shredded Beef (and Tacos),20,dried oregano,1,tbsp,
Mexican Shredded Beef (and Tacos),20,All Spice powder,1,tsp,(ground All Spice)
Mexican Shredded Beef (and Tacos),20,coriander powder,1,tsp,
Mexican Shredded Beef (and Tacos),20,onion powder or garlic powder,2,tsp,OR 1 tsp of each
Mexican Shredded Beef (and Tacos),20,salt and pepper,1,tsp,each
Mexican Shredded Beef (and Tacos),20,olive oil,1 - 2,tbsp,
Mexican Shredded Beef (and Tacos),20,beef chuck or brisket,3 lb / 1.5kg ,,(or gravy or any other slow cooking beef) cut into 4 pieces
Mexican Shredded Beef (and Tacos),20,"garlic cloves, minced",5,,
Mexican Shredded Beef (and Tacos),20,onion,1,,"diced (yellow, brown or white)"
Mexican Shredded Beef (and Tacos),20,orange juice,3/4 cup (185 ml),,
Mexican Shredded Beef (and Tacos),20,lime juice,2,tbsp,
Mexican Shredded Beef (and Tacos),20,can crushed tomatoes,14 oz / 400g ,,
Mexican Shredded Beef (and Tacos),20,beef or chicken broth/stock,2 cups (500 ml),,
Mexican Shredded Beef (and Tacos),20,water,1/2 cup (125ml),,
Mexican Shredded Beef (and Tacos),20,Salt and pepper,,,
Chicken Nachos recipe,4,tortilla or plain corn chips,250g / 8 oz,,(Note 1)
Chicken Nachos recipe,4,Shredded chicken for nachos,,,recipe follows
Chicken Nachos recipe,4,shredded cheddar or Monterey Jack cheese ,250g / 8 oz (2.5 cups),,(Note 2)
Chicken Nachos recipe,4,Quick guacamole,,,recipe follows
Chicken Nachos recipe,4,"Toppings: Sour cream, Coriander / cilantro leaves, Jalapeno",,,sliced or chopped
Chicken Nachos recipe,4,chicken thighs or breast,700 g / 1.2 lb,,skinless boneless (Note 3)
Chicken Nachos recipe,4,olive oil,1.5,tbsp,
Chicken Nachos recipe,4,tomato paste,2,tbsp,
Chicken Nachos recipe,4,sugar,2,tsp,
Chicken Nachos recipe,4,"chicken broth, separated (liquid stock)",1 cup (250ml),,
Chicken Nachos recipe,4,lime juice,3,tbsp,(Note 4)
Chicken Nachos recipe,4,olive oil,1,tbsp,
Chicken Nachos recipe,4,garlic cloves,2,,minced
Chicken Nachos recipe,4,"EACH garlic powder, onion powder, dried oregano",2,tsp,
Chicken Nachos recipe,4,"EACH cumin powder, paprika",3,tsp,
Chicken Nachos recipe,4,cayenne pepper,1/2,tsp,(optional)
Chicken Nachos recipe,4,salt and pepper,1/2,tsp,each
Chicken Nachos recipe,4,avocados,2,,medium
Chicken Nachos recipe,4,coriander/cilantro,3,tbsp,roughly chopped
Chicken Nachos recipe,4,lime juice,2,tbsp,(1 large)
Quick Chicken Tacos (with sauce!),12,chicken thighs,700 g / 1.2 lb,,skinless boneless (or breast)
Quick Chicken Tacos (with sauce!),12,olive oil,1.5,tbsp,
Quick Chicken Tacos (with sauce!),12,tomato paste,2,tbsp,
Quick Chicken Tacos (with sauce!),12,sugar,2,tsp,
Quick Chicken Tacos (with sauce!),12,"chicken broth, separated (liquid stock)",1 cup (250ml),,
Quick Chicken Tacos (with sauce!),12,lime juice,3,tbsp,(Note 1)
Quick Chicken Tacos (with sauce!),12,olive oil,1,tbsp,
Quick Chicken Tacos (with sauce!),12,garlic cloves,2,,minced
Quick Chicken Tacos (with sauce!),12,"EACH garlic powder, onion powder, dried oregano",2,tsp,
Quick Chicken Tacos (with sauce!),12,"EACH cumin powder, paprika",3,tsp,
Quick Chicken Tacos (with sauce!),12,cayenne pepper,1/2,tsp,"(adjust spiciness to taste, can skip)"
Quick Chicken Tacos (with sauce!),12,salt,1,tsp,
Quick Chicken Tacos (with sauce!),12,black pepper,1/2,tsp,
Quick Chicken Tacos (with sauce!),12,Taco shells or tortillas,,,warmed per packet directions
Quick Chicken Tacos (with sauce!),12,Diced tomato,,,"onion, avocado, coriander/cilantro leaves"
Quick Chicken Tacos (with sauce!),12,Shredded lettuce,,,
Quick Chicken Tacos (with sauce!),12,Shredded cheese,,,
Quick Chicken Tacos (with sauce!),12,Sour cream,,,
Carnitas (Mexican Slow Cooker Pulled Pork),10,pork shoulder (pork butt),2 kg / 4 lb,,"skinless, boneless (5lb/2.5kg bone in) (Note 1)"
Carnitas (Mexican Slow Cooker Pulled Pork),10,salt,2 1/2,tsp,
Carnitas (Mexican Slow Cooker Pulled Pork),10,black pepper,1,tsp,
Carnitas (Mexican Slow Cooker Pulled Pork),10,onion,1,,chopped
Carnitas (Mexican Slow Cooker Pulled Pork),10,jalapeno,1,,"deseeded, chopped"
Carnitas (Mexican Slow Cooker Pulled Pork),10,"garlic, minced",4,cloves,
Carnitas (Mexican Slow Cooker Pulled Pork),10,juice from orange (2 oranges),3/4,cup,
Carnitas (Mexican Slow Cooker Pulled Pork),10,dried oregano,1,tbsp,
Carnitas (Mexican Slow Cooker Pulled Pork),10,ground cumin,2,tsp,
Carnitas (Mexican Slow Cooker Pulled Pork),10,olive oil,1,tbsp,
Restaurant Style Salsa recipe,4,chopped onion,1/4,cup,"(white, brown or yellow)"
Restaurant Style Salsa recipe,4,jalapeño pepper,1,tbsp,"seeds removed, roughly chopped (fresh best, canned ok)"
Restaurant Style Salsa recipe,4,canned crushed tomato,400g / 14 oz,,best quality
Restaurant Style Salsa recipe,4,canned diced green chiles,4 oz / 120g,,(Note 1)
Restaurant Style Salsa recipe,4,(packed) cilantro/coriander,1/4,cup,roughly chopped
Restaurant Style Salsa recipe,4,lime juice,1/2,tbsp+,
Restaurant Style Salsa recipe,4,garlic,1,clove,minced
Restaurant Style Salsa recipe,4,sugar,1/2,tsp,
Restaurant Style Salsa recipe,4,salt,1/2,tsp,
Restaurant Style Salsa recipe,4,black pepper,1/4,tsp,
Restaurant Style Salsa recipe,4,ground cumin,1/4,teaspoon,
Baked Beef Tacos,4,crispy taco shells,10 to 12,,"(""stand and stuff) OR soft tortillas of choice (Note 1)"
Baked Beef Tacos,4,oil,1,tbsp,
Baked Beef Tacos,4,garlic cloves,2,,minced
Baked Beef Tacos,4,onion,1,,finely chopped
Baked Beef Tacos,4,beef,500 g / 1 lb ,,ground / mince (Note 2)
Baked Beef Tacos,4,tomato paste,2,tbsp,
Baked Beef Tacos,4,water,1/4 cup / 65ml,,
Baked Beef Tacos,4,"EACH garlic powder, onion powder, dried oregano",1,tsp,
Baked Beef Tacos,4,"EACH cumin powder, paprika",2,tsp,
Baked Beef Tacos,4,cayenne pepper,1/4,tsp,"(adjust spiciness to taste, can skip)"
Baked Beef Tacos,4,salt,1,tsp,
Baked Beef Tacos,4,black pepper,1/4,tsp,
Baked Beef Tacos,4,Shredded cheese,,,(Note 3)
Baked Beef Tacos,4,Shredded iceberg lettuce,,,
Baked Beef Tacos,4,tomatoes,2,,chopped
Baked Beef Tacos,4,red or white onion,1/2,,chopped
Baked Beef Tacos,4,Sour cream,,,
Baked Beef Tacos,4,Taco sauce,,,(optional)
Baked Beef Tacos,4,Other: coriander/cilantro,,,"jalapeño, hot sauce / chilli sauce, pickled chillies, salsa sauce, pico de gallo"
Taco Sauce,1,tomato passata / puree OR 1 can (16 ounce) US tomato sauce,2 cups / 500ml ,,(Note 1)
Taco Sauce,1,water,3/4 cup /  185 ml ,,
Taco Sauce,1,cumin,1,tbsp,
Taco Sauce,1,onion powder,2,tsp,
Taco Sauce,1,garlic powder,1,tsp,
Taco Sauce,1,paprika,1/2,tsp,
Taco Sauce,1,sugar,1,tsp,
Taco Sauce,1,+ teaspoon cayenne pepper,1/4,,(adjust heat to taste)
Taco Sauce,1,dried oregano,1 1/2,tsp,
Taco Sauce,1,black pepper,1/4,tsp,
Taco Sauce,1,salt,1/2,tsp,
Beef Burrito,6,each onion powder,1,tsp,"dried oregano, salt"
Beef Burrito,6,each dried cumin powder,2,tsp,paprika
Beef Burrito,6,black pepper,1/4,tsp,
Beef Burrito,6,cayenne pepper,¼,tsp,or to taste (optional)
Beef Burrito,6,olive oil,1/2,tbsp,
Beef Burrito,6,garlic cloves,2,,
Beef Burrito,6,onion,½,,finely chopped
Beef Burrito,6,"beef mince (ground beef), I use lean",500g / 1 lb,,
Beef Burrito,6,tomato paste,2,tbsp,
Beef Burrito,6,water,3,tbsp,
Beef Burrito,6,large soft flour tortillas or round wraps,6 - 8,,(~25cm/10”+) (Note 1)
Beef Burrito,6,cooked rice,3,cups,warm not piping hot (I use white long grain)
Beef Burrito,6,iceberg lettuce or cabbage,3,cups,finely sliced (use cabbage if freezing)
Beef Burrito,6,"corn kernels (I use canned, drained)",1,cup,
Beef Burrito,6,"black beans (I use canned, drained)",1,cup,
Beef Burrito,6,"tomatoes, deseeded and diced",3,,
Beef Burrito,6,red onion,1/2,,finely chopped
Beef Burrito,6,Finely chopped coriander / cilantro,,,(optional)
Beef Burrito,6,shredded cheese of choice (melting kind),1 1/2 cups / 150g,,
Taco Soup,4,"EACH garlic powder, onion powder and cayenne pepper",1,tsp,
Taco Soup,4,EACH dried oregano and paprika,2,tsp,
Taco Soup,4,cumin powder,2 1/2,tsp,
Taco Soup,4,salt,3/4,tsp,
Taco Soup,4,black pepper,1/2,tsp,
Taco Soup,4,olive oil,1,tbsp,
Taco Soup,4,garlic cloves,2,,minced
Taco Soup,4,onion,1,,finely chopped (brown or yellow)
Taco Soup,4,ground beef,500 g / 1 lb ,,"(mince), lean"
Taco Soup,4,can black beans (1 can),400 g/ 14 oz ,,drained and rinsed (Note 2)
Taco Soup,4,can corn kernels (1 can),400g / 14oz ,,drained and rinsed
Taco Soup,4,canned green chili,120 g / 4.5 oz ,,(Note 3)
Taco Soup,4,canned crushed tomato,800 g / 28 oz ,,
Taco Soup,4,beef broth,2,cups,
Taco Soup,4,Shredded cheese,,,(essential!)
Taco Soup,4,Sour cream,,,or yoghurt (essential!)
Taco Soup,4,Fresh coriander/cilantro leaves or shallots/scallions,,,finely sliced
Taco Soup,4,Corn chips,,,
Taco Soup,4,"Other options: diced avocado, squeeze of lime juice",,,
