meal,servings,name,amount,unit,notes
Beef Satay with Thai Peanut Sauce,12,water,1/3,cup,
Beef Satay with Thai Peanut Sauce,12,vegetable oil,1 1/2,tbsp,for cooking
Beef Satay with Thai Peanut Sauce,12,peanuts,2,tbsp,finely chopped
Beef Satay with Thai Peanut Sauce,12,Lime wedges,,,(optional)
Beef Satay with Thai Peanut Sauce,12,Coriander / cilantro leaves and sliced red chilli,,,(optional)
Thai Cashew Chicken Stir Fry,2,peanut oil,2,tbsp,(or canola or vegetable oil)
Thai Cashew Chicken Stir Fry,2,raw cashews,1/2,cup,unsalted (Note 1 for roasted)
Thai Cashew Chicken Stir Fry,2,garlic clove,1,,finely minced
Thai Cashew Chicken Stir Fry,2,onion,1/2,,"(brown, yellow, or white), cut into thin wedges"
Thai Cashew Chicken Stir Fry,2,chicken thighs,200g/7oz,,"skinless and boneless, sliced into 1cm / 1/3"" thin strips (Note 2)"
Thai Cashew Chicken Stir Fry,2,green onions,2,,"cut into 2.5cm / 1” lengths, white part separated from green part"
Thai Cashew Chicken Stir Fry,2,red cayenne pepper,1/2,,deseeded and finely sliced on the diagonal (omit or reduce if preferred) (Note 3)
Thai Cashew Chicken Stir Fry,2,oyster sauce,1,tbsp,(Note 4)
Thai Cashew Chicken Stir Fry,2,dark soy sauce,1,tsp,(Note 5)
Thai Cashew Chicken Stir Fry,2,fish sauce,2,tsp,(Note 6)
Thai Cashew Chicken Stir Fry,2,white sugar,1,tsp,
Thai Cashew Chicken Stir Fry,2,water,3,tbsp,
Thai Cashew Chicken Stir Fry,2,Red chilli,,,finely sliced (optional garnish)
Thai Cashew Chicken Stir Fry,2,Jasmine rice,,,for serving (or other rice of choice)
Pineapple Fried Rice (Thai),6,vegetable oil,2,tbsp,
Pineapple Fried Rice (Thai),6,garlic cloves,2,,finely minced
Pineapple Fried Rice (Thai),6,onion,1/2,,finely chopped
Pineapple Fried Rice (Thai),6,red capsicum / bell peppers,1/2,,diced (~ 3/4 cup)
Pineapple Fried Rice (Thai),6,peas,1/2,cup,frozen
Pineapple Fried Rice (Thai),6,day old jasmine rice,3,cups,cooked (Note 1)
Pineapple Fried Rice (Thai),6,pineapple pieces,1 1/2,cups,fresh or canned drained (~ 220g) (Note 2)
Pineapple Fried Rice (Thai),6,green onion,1/2,cup,sliced
Pineapple Fried Rice (Thai),6,oyster sauce,1,tbsp,
Pineapple Fried Rice (Thai),6,fish sauce,1 1/2,tbsp,
Pineapple Fried Rice (Thai),6,sugar,1/2,tsp,
Pineapple Fried Rice (Thai),6,oyster sauce,1,tbsp,
Pineapple Fried Rice (Thai),6,soy sauce,1 1/2,tbsp,light or all purpose (not dark soy)
Pineapple Fried Rice (Thai),6,soy sauce,1 1/2,tbsp,
Pineapple Fried Rice (Thai),6,Thai Seasoning (Gold Mountain),1,tbsp,
Jasmine Rice,3,jasmine rice,1,cup,
Jasmine Rice,3,water,1 1/4,cups,(cold tap water)
Jasmine Rice,3,jasmine rice,1,cup,
Jasmine Rice,3,water,1 1/4 cups MINUS 2 tbsp ,,
Lamb Shanks Massaman Curry,5,lamb shanks,1.5kg/ 3 lb,,"(5 small, 4 medium, 2 - 3 large) (Note 1)"
Lamb Shanks Massaman Curry,5,Maesri Massaman curry paste (1 can),114g/ 4oz,,or other brand (Note 2)
Lamb Shanks Massaman Curry,5,coconut milk,400ml/ 14oz,,"full fat (Ayam brand is best, Note 3)"
Lamb Shanks Massaman Curry,5,chicken stock/broth,2,cups,low sodium (Note 4)
Lamb Shanks Massaman Curry,5,onion,1,,"halved then sliced 1cm / 1/3"" thick (brown, white, yellow)"
Lamb Shanks Massaman Curry,5,small potatoes,400g/ 14oz,,"(2.5cm/1"" wide, halve if bigger)"
Lamb Shanks Massaman Curry,5,star anise,1,,
Lamb Shanks Massaman Curry,5,cinnamon stick,1,,
Lamb Shanks Massaman Curry,5,Red chilli,,,"finely sliced (small = spicy, large = less spicy)"
Lamb Shanks Massaman Curry,5,Coriander/cilantro,,,
Lamb Shanks Massaman Curry,5,Steamed jasmine rice,,,
Thai Lettuce Wraps (Larb Gai),2,cornflour / cornstarch,2,tsp,OR 2 tbsp uncooked rice (any rice is fine) (Note 1)
Thai Lettuce Wraps (Larb Gai),2,water,3,tbsp,
Thai Lettuce Wraps (Larb Gai),2,lime juice,2 1/2,tbsp,(1 to 2 limes)
Thai Lettuce Wraps (Larb Gai),2,fish sauce,2,tbsp,
Thai Lettuce Wraps (Larb Gai),2,brown sugar,2,tsp,
Thai Lettuce Wraps (Larb Gai),2,peanut oil,2,tbsp,(or other high smoke point cooking oil)
Thai Lettuce Wraps (Larb Gai),2,fresh ginger,1,tbsp,grated or very finely chopped
Thai Lettuce Wraps (Larb Gai),2,garlic cloves,2,,"large, minced"
Thai Lettuce Wraps (Larb Gai),2,lemon grass stalk,1,,"white and very pale green part only, finely chopped (Note 2)"
Thai Lettuce Wraps (Larb Gai),2,Thai or birds eye chilli,2,,deseeded and finely chopped (adjust to taste)
Thai Lettuce Wraps (Larb Gai),2,chicken mince,1 lb / 500g ,,(ground chicken) OR pork
Thai Lettuce Wraps (Larb Gai),2,red onion,1/2,,cut into 4 wedges then finely sliced
Thai Lettuce Wraps (Larb Gai),2,coriander/cilantro leaves,1/3,cup,plus extra to garnish
Thai Lettuce Wraps (Larb Gai),2,mint leaves,1/3,cup,plus extra to garnish
Thai Lettuce Wraps (Larb Gai),2,crushed peanuts,3,tbsp,(optional)
Thai Lettuce Wraps (Larb Gai),2,small to medium lettuce leaves,6,- 8,(I used baby cos / romaine) (Note 3)
Thai Lettuce Wraps (Larb Gai),2,"Extra lime wedges, chilli",,,
Pad Thai,2,Chang’s Pad Thai dried rice sticks,125 g / 4oz ,,(Note 1)
Pad Thai,2,tamarind puree,1 1/2,tbsp,(Note 2)
Pad Thai,2,(packed) brown sugar,3,tbsp,
Pad Thai,2,fish sauce,2,tbsp,(Note 3)
Pad Thai,2,oyster sauce,1 1/2,tbsp,(Note 4)
Pad Thai,2,vegetable or canola oil,2 – 3,tbsp,
Pad Thai,2,onion,1/2,,"sliced (brown, yellow)"
Pad Thai,2,garlic cloves,2,,finely chopped
Pad Thai,2,chicken breast (or thigh),150 g/5oz ,,thinly sliced
Pad Thai,2,eggs,2,,lightly whisked
Pad Thai,2,of beansprouts,1 1/2,cups,
Pad Thai,2,"firm tofu, cut into 3cm / 1 1/4″ batons (see photo)",1/2 cup,,
Pad Thai,2,"garlic chives , cut into 3cm / 1 1/4″ pieces",1/4,cup,
Pad Thai,2,finely chopped peanuts,1/4,cup,
Pad Thai,2,Lime wedges,,,(essential)
Pad Thai,2,Ground chilli or cayenne pepper,,,(optional)
Pad Thai,2,More beansprouts,,,
Tom Yum Soup (Thai soup),2,whole prawns / shrimp,300g / 10oz,,with heads and shells on (Note 7)
Tom Yum Soup (Thai soup),2,water,3 cup (750 ml),,
Tom Yum Soup (Thai soup),2,chicken stock/broth,1/2 cup (125 ml),,low sodium
Tom Yum Soup (Thai soup),2,stalks of lemongrass,2,,outer layers peeled(Note 1)
Tom Yum Soup (Thai soup),2,piece of galangal,"1.5 cm / 3/5""",,cut into 4 slices (Note 2)
Tom Yum Soup (Thai soup),2,kaffir lime leaves,5,,torn roughly (Note 3)
Tom Yum Soup (Thai soup),2,Thai or birdseye chillies,2,,(Note 4)
Tom Yum Soup (Thai soup),2,garlic cloves,3,,
Tom Yum Soup (Thai soup),2,oyster mushrooms,120g / 4oz,,
Tom Yum Soup (Thai soup),2,roma tomato,1,,cut into wedges
Tom Yum Soup (Thai soup),2,white onion,1/2,,"(medium sized), cut into wedges about 1 cm thick"
Tom Yum Soup (Thai soup),2,sugar,1,tsp,
Tom Yum Soup (Thai soup),2,fish sauce,3,tbsp,(Note 5)
Tom Yum Soup (Thai soup),2,lime juice,3,tbsp,
Tom Yum Soup (Thai soup),2,Coriander/cilantro,,,for garnish
Tom Yum Soup (Thai soup),2,Thai roasted chili sauce,1 1/2,tbsp,"(Nam Prik Pa, Note 6)"
Tom Yum Soup (Thai soup),2,evaporated milk,1/3 cup (75 ml),,
Thai Basil Chicken,2,chicken thigh fillets,225g / 7oz,,"skinless boneless, cut into bite size pieces"
Thai Basil Chicken,2,green onion,1,,"cut into 4cm / 2"" lengths."
Thai Basil Chicken,2,Thai basil leaves,1,cup,loosely packed (Holy Basil if you can find it) (Note 1)
Thai Basil Chicken,2,garlic cloves,2,,"large, finely chopped (Note 2)"
Thai Basil Chicken,2,birds eye or Thai chilli,1,,deseeded and finely chopped
Thai Basil Chicken,2,oil,1 1/2,tbsp,"(peanut, vegetable or canola)"
Thai Basil Chicken,2,oyster sauce,2,tsp,
Thai Basil Chicken,2,light soy sauce,1,tsp,(Note 3)
Thai Basil Chicken,2,dark soy sauce,1,tsp,(or all purpose) (Note 3)
Thai Basil Chicken,2,sugar,1,tsp,
Thai Basil Chicken,2,water,2,tbsp,
Thai Basil Chicken,2,Steamed jasmine rice,,,
Thai Beef Salad,2,birds eye or Thai Chilli,1/2 to 1,tsp,very finely sliced (Note 1)
Thai Beef Salad,2,garlic cloves,2,,
Thai Beef Salad,2,cilantro/coriander stems,1,tbsp,finely chopped
Thai Beef Salad,2,sugar,2,tsp,
Thai Beef Salad,2,fish sauce,2,tbsp,
Thai Beef Salad,2,lime juice,3,tbsp,
Thai Beef Salad,2,grape seed oil,1,tbsp,(or canola or vegetable oil)
Thai Beef Salad,2,good quality beef steak - sirloin,7 - 8 oz / 200 - 250 g ,,at room temperature (Note 2)
Thai Beef Salad,2,oil,1/2,tbsp,"(vegetable, peanut or canola oil)"
Thai Beef Salad,2,Salt and pepper,,,
Thai Beef Salad,2,mixed lettuce leaves,2,cups,
Thai Beef Salad,2,cherry tomatoes,1/4,cup,halved
Thai Beef Salad,2,small red onion,1/4,,"(spanish onion), very finely sliced"
Thai Beef Salad,2,cucumber,1/2,,cut horizontally then cut into slices (about 1/3 cup)
Thai Beef Salad,2,cilantro/coriander leaves,1/4,cup,lightly packed
Thai Beef Salad,2,mint leaves,1/4,cup,lightly packed
Thai Beef Salad,2,peanuts,1,tbsp,roughly chopped
Thai Beef Salad,2,Extra cilantro/coriander and mint leaves,,,
Thai Fried Rice,5,vegetable oil,2,tbsp,(or canola or peanut oil)
Thai Fried Rice,5,large garlic cloves,2,,very finely chopped
Thai Fried Rice,5,onion,1/2,,diced
Thai Fried Rice,5,small prawns/shrimp (cooked or raw) ,5 oz / 150 g ,,or chicken breast thinly sliced (Note 1)
Thai Fried Rice,5,green onion (shallots),3,,"cut into 1.5 ""/4 cm pieces"
Thai Fried Rice,5,eggs,2,,lightly beaten
Thai Fried Rice,5,cooked jasmine rice,3,cups,cold (preferably refrigerated overnight) (Note 2)
Thai Fried Rice,5,ONE Sauce Option,,,(see below for options)
Thai Fried Rice,5, soy sauce,1 1/2 ,tbsp,
Thai Fried Rice,5,oyster sauce,1 1/2,tbsp,
Thai Fried Rice,5,fish sauce,2,tbsp,
Thai Fried Rice,5,oyster sauce,1 1/2,tbsp ,
Thai Fried Rice,5,sugar,1,tsp,(any type)
Thai Fried Rice,5,light soy sauce,1 1/2,tbsp,
Thai Fried Rice,5,Thai Seasoning,1 1/2 ,tbsp,(Gold Mountain) (Note 4)
Thai Fried Rice,5,Tomato wedges,,,
Thai Fried Rice,5,Cucumber slices,,,
Thai Fried Rice,5,Fresh coriander,,,
Thai Fish Cakes,12,white fish fillets,1 lb / 500g ,,"skinless and pin boned, cut into chunks (Note 1)"
Thai Fish Cakes,12,red curry paste,3,tbsp,(Note 2)
Thai Fish Cakes,12,cilantro/coriander leaves,1,tbsp,chopped
Thai Fish Cakes,12,fish sauce,1,tbsp,(sub soy sauce)
Thai Fish Cakes,12,lime juice,1,tbsp,
Thai Fish Cakes,12,egg,1,,
Thai Fish Cakes,12,rice flour,1/4 cup (40g),,(or cornstarch / corn flour)
Thai Fish Cakes,12,green beans,6,,"finely sliced (optional, Note 3)"
Thai Fish Cakes,12,oil,4 - 6,tbsp,"(vegetable, canola, sun flower)"
Thai Fish Cakes,12,Sweet chilli sauce,,,
Thai Fish Cakes,12,Cilantro/coriander leaves,,,
Thai Fish Cakes,12,Lime wedges,,,
Thai Drunken Noodles (Pad Kee Mao),2,dried rice noodles,7 oz /200g ,,wide (Note 1)
Thai Drunken Noodles (Pad Kee Mao),2,oil,2,tbsp,"(peanut, vegetable or canola)"
Thai Drunken Noodles (Pad Kee Mao),2,large cloves of garlic,3,,minced
Thai Drunken Noodles (Pad Kee Mao),2,birds eye chilli or Thai chillies,2,,"deseeded, very finely chopped (Note 2)"
Thai Drunken Noodles (Pad Kee Mao),2,onion,1/2,,sliced
Thai Drunken Noodles (Pad Kee Mao),2,chicken thighs,200 g /7oz ,,cut into bite size pieces (breast ok too)
Thai Drunken Noodles (Pad Kee Mao),2,fish sauce,2,tsp,(or soy sauce)
Thai Drunken Noodles (Pad Kee Mao),2,green onions,2,,"cut into 3cm/2"" pieces"
Thai Drunken Noodles (Pad Kee Mao),2,Thai or Thai Holy Basil leaves,1,cup,"(sub regular basil, Note 3)"
Thai Drunken Noodles (Pad Kee Mao),2,oyster sauce,3,tbsp,
Thai Drunken Noodles (Pad Kee Mao),2,light soy sauce,1 1/2,tbsp,(Note 4)
Thai Drunken Noodles (Pad Kee Mao),2,dark soy sauce,1 1/2,tbsp,(Note 4)
Thai Drunken Noodles (Pad Kee Mao),2,sugar,2,tsp,
Thai Drunken Noodles (Pad Kee Mao),2,water,1,tbsp,
Thai Chicken Satay with Peanut Sauce,15,coconut milk,400 g/14oz ,,"(1 can), full fat"
Thai Chicken Satay with Peanut Sauce,15,bamboo skewers,13-16,,"16cm / 6.5"" long (Note 1)"
Thai Chicken Satay with Peanut Sauce,15,chicken thighs,600 g / 1.2lb ,,"boneless skinless, cut into 2cm/4/5"" pieces (Note 2)"
Thai Chicken Satay with Peanut Sauce,15,curry powder,1,tbsp,(Note 3)
Thai Chicken Satay with Peanut Sauce,15,white sugar,1,tsp,
Thai Chicken Satay with Peanut Sauce,15,red curry paste,2,tsp,(Note 4)
Thai Chicken Satay with Peanut Sauce,15,salt,1,tsp,
Thai Chicken Satay with Peanut Sauce,15,red curry paste,2,tbsp,(Note 4)
Thai Chicken Satay with Peanut Sauce,15,"natural peanut butter, smooth",3/4 cup (180g),,(Note 5)
Thai Chicken Satay with Peanut Sauce,15,white sugar,1/4 cup (50g),,
Thai Chicken Satay with Peanut Sauce,15,dark soy sauce,2,tsp,(Note 6)
Thai Chicken Satay with Peanut Sauce,15,salt,1,tsp,
Thai Chicken Satay with Peanut Sauce,15,cider vinegar,2,tbsp,(Note 7)
Thai Chicken Satay with Peanut Sauce,15,water,3/4 cup (185ml),,
Thai Chicken Satay with Peanut Sauce,15,peanuts finely chopped,2,tbsp,
Thai Chicken Satay with Peanut Sauce,15,Lime wedges,,,(optional)
Thai Chicken Satay with Peanut Sauce,15,Coriander / cilantro leaves and sliced red chilli,,,(optional)
Thai Green Curry,4,Thai Green Curry Paste (Maesri best) OR,4 - 6,tbsp,(Note 1)
Thai Green Curry,4,homemade green curry paste,1,quantity,(Note 1)
Thai Green Curry,4,large garlic cloves,2,,minced
Thai Green Curry,4,fresh ginger,2,tsp,finely grated
Thai Green Curry,4,lemongrass paste,1,tbsp,(Note 2)
Thai Green Curry,4,vegetable oil,2,tbsp,
Thai Green Curry,4,"chicken or vegetable broth, low sodium",1 cup (250ml) ,,
Thai Green Curry,4,coconut milk,400 g/14oz ,,full fat (Note 4)
Thai Green Curry,4,fish sauce *,1 - 3,tsp,
Thai Green Curry,4,white sugar *,1 - 3,tsp,
Thai Green Curry,4,salt *,1/8,tsp,
Thai Green Curry,4,kaffir lime leaves,6,,torn in half (Note 5)
Thai Green Curry,4,chicken thigh,350 g/12 oz ,,"skinless boneless, sliced (Note 6)"
Thai Green Curry,4,"Japanese eggplants, ",2,,"small, 1cm / 2/5"" slices (Note 7)"
Thai Green Curry,4,snow peas,1 1/2,cups,"small, trimmed"
Thai Green Curry,4,Thai basil leaves,16,,(Note 8)
Thai Green Curry,4,Juice of 1/2 lime,,,to taste
Thai Green Curry,4,Crispy fried Asian shallots,,,high recommended (Note 9)
Thai Green Curry,4,Thai basil or cilantro/coriander,,,recommended
Thai Green Curry,4,Green or red chillies slices,,,optional
Thai Green Curry,4,Steamed jasmine rice,,,
Thai Green Curry Paste recipe,5,green cayenne pepper chilis,4,,deseeded and chopped (Note 1)
Thai Green Curry Paste recipe,5,Thai green chilis,6,,chopped (Note 1)
Thai Green Curry Paste recipe,5,red shallots / eschallots,2,,chopped
Thai Green Curry Paste recipe,5,lemongrass stems,2,,trimmed and finely chopped (about 2.5 - 3 tbsp) (Note 2)
Thai Green Curry Paste recipe,5,galangal,2,tbsp,grated (Note 3)
Thai Green Curry Paste recipe,5,garlic,5,cloves,chopped
Thai Green Curry Paste recipe,5,dried shrimp paste,2.5,tsp,(Belacan) (Note 4)
Thai Green Curry Paste recipe,5,lime zest,2,tsp,grated
Thai Green Curry Paste recipe,5,ground coriander,1,tsp,
Thai Green Curry Paste recipe,5,ground cumin,1,tsp,
Thai Green Curry Paste recipe,5,white pepper,1/4,tsp,
Thai Green Curry Paste recipe,5,turmeric,1/4,tsp,
Thai Green Curry Paste recipe,5,chopped coriander/cilantro root and stem,2,tbsp,(Note 5)
Thai Green Curry Paste recipe,5,coriander / cilantro leaves,1/4,cup,loosely packed
Thai Green Curry Paste recipe,5,water,2 - 3,tbsp,as needed
Amazing Easy Thai Coconut Soup,2,vegetable oil,1,tbsp,
Amazing Easy Thai Coconut Soup,2,prawns/shrimp,10,,peeled and deveined (Note 1)
Amazing Easy Thai Coconut Soup,2,garlic cloves,2,,finely grated
Amazing Easy Thai Coconut Soup,2,ginger,2,tsp,finely grated
Amazing Easy Thai Coconut Soup,2,lemongrass,1,,"peeled, finely grated (Note 2)"
Amazing Easy Thai Coconut Soup,2,brown sugar,1,tbsp,
Amazing Easy Thai Coconut Soup,2,fish sauce,1 1/2,tbsp,(or soy sauce)
Amazing Easy Thai Coconut Soup,2,curry powder,2,tsp,(Note 3)
Amazing Easy Thai Coconut Soup,2,coriander powder,1,tsp,
Amazing Easy Thai Coconut Soup,2,chilli garlic paste or other chilli paste,2,tsp,adjust to taste (Note 4)
Amazing Easy Thai Coconut Soup,2,coconut milk,400 g/14oz ,,(Note 5)
Amazing Easy Thai Coconut Soup,2,chicken broth,2 cups /500ml ,,(or vegetable)
Amazing Easy Thai Coconut Soup,2,lime zest,2,tsp,(1 lime)
Amazing Easy Thai Coconut Soup,2,"fresh egg noodles,",200 g / 7 oz ,,prepared per packet (other noodles Note 6)
Amazing Easy Thai Coconut Soup,2,Big handful bean sprouts,,,
Amazing Easy Thai Coconut Soup,2,Lime wedges,,,
Amazing Easy Thai Coconut Soup,2,Fresh coriander/cilantro leaves,,,
Amazing Easy Thai Coconut Soup,2,Sliced red onion,,,"(or sliced green onion), Fried Asian shallots (Note 7), sliced red chilli, more chilli paste (optional)"
Poached Salmon in Coconut Lime Sauce,4,salmon fillets,4,,180g/6oz each preferably skinless (Note 1)
Poached Salmon in Coconut Lime Sauce,4,Salt and pepper,,,
Poached Salmon in Coconut Lime Sauce,4,oil,2,tbsp,separated
Poached Salmon in Coconut Lime Sauce,4,garlic cloves,2,,finely grated
Poached Salmon in Coconut Lime Sauce,4,ginger,2,tsp,finely grated
Poached Salmon in Coconut Lime Sauce,4,lemongrass,1,,"peeled, finely grated (Note 2)"
Poached Salmon in Coconut Lime Sauce,4,brown sugar,1,tbsp,
Poached Salmon in Coconut Lime Sauce,4,chilli garlic paste ,1,tsp,"or other chilli paste, adjust to taste (Note 3)"
Poached Salmon in Coconut Lime Sauce,4,coconut milk,400 g/14oz,,(Note 2)
Poached Salmon in Coconut Lime Sauce,4,fish sauce,1,tbsp,(or soy sauce)
Poached Salmon in Coconut Lime Sauce,4,lime zest,2,tsp,(1 lime)
Poached Salmon in Coconut Lime Sauce,4,Lime juice,,,to taste
Poached Salmon in Coconut Lime Sauce,4,Fresh coriander/cilantro leaves,,,finely chopped (recommended)
Poached Salmon in Coconut Lime Sauce,4,Finely sliced large red chillies,,,(optional)
Poached Salmon in Coconut Lime Sauce,4,Vermicelli noodles OR,,,"soaked per packet, or rice"
Poached Salmon in Coconut Lime Sauce,4,Steamed jasmine rice,,,
Poached Salmon in Coconut Lime Sauce,4,Steamed Asian greens,,,
Massaman Curry,4,lemongrass,1,,(Note 1)
Massaman Curry,4,dried red Asian chillis,6,,(not Thai! Note 2)
Massaman Curry,4,eschallots,4,,peeled (Note 3)
Massaman Curry,4,garlic,5,cloves,unpeeled
Massaman Curry,4,galangal piece,"3 cm / 2.25"" ",,"peeled, cut into 3/4 cm / 1/2"" slices (Note 4)"
Massaman Curry,4,water,4 - 6,tbsp,
Massaman Curry,4,ground cloves,1/2,tsp,
Massaman Curry,4,cumin,3/4,tsp,
Massaman Curry,4,ground nutmeg,1/8,tsp,
Massaman Curry,4,coriander,3/4,tsp,
Massaman Curry,4,cardamom,1/2,tsp,
Massaman Curry,4,cinnamon,1/2,tsp,
Massaman Curry,4,beef chuck,700 g / 1.4lb ,,"cut into 4cm / 2.5"" cubes (Note 5)"
Massaman Curry,4,beef broth,500 ml / 2 cups ,,low sodium
